respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample,east_youth,age_1990,age_2023,dose_years,born_after_1990,gdr_exposed,gdr_socialized_10plus
1588,-9,1.2075648348440184,1.0,1.0,4.0,1969.0,1.0,5.0,1875.0,50.0,8.0,-9,,,0,0,0,21.0,54.0,0.0,0,0,0
1589,2,1.2038247711023997,1.0,1.0,4.0,1955.0,2.0,4.0,1625.0,50.0,8.0,2,0,0,1,1,0,35.0,68.0,0.0,0,0,0
1590,91,1.2075648348440184,,1.0,4.0,1966.0,2.0,2.0,,90.0,2.0,91,0,,1,0,0,24.0,57.0,0.0,0,0,0
1591,-7,1.2524284086434012,1.0,1.0,4.0,1975.0,2.0,3.0,,70.0,9.0,-7,,,0,0,0,15.0,48.0,0.0,0,0,0
1592,-8,1.2524284086434012,1.0,1.0,4.0,2000.0,1.0,3.0,1700.0,50.0,8.0,-8,,,0,0,0,-10.0,23.0,0.0,1,0,0
1593,6,0.5408545025487828,1.0,2.0,1.0,1975.0,1.0,5.0,2800.0,140.0,15.0,6,0,0,1,1,1,15.0,48.0,15.0,0,1,1
1594,1,0.5445972257083529,1.0,2.0,1.0,1963.0,1.0,3.0,2625.0,140.0,15.0,1,0,0,1,1,1,27.0,60.0,18.0,0,1,1
1595,1,0.5011444524580629,1.0,2.0,1.0,1970.0,1.0,5.0,2700.0,130.0,14.0,1,0,0,1,1,1,20.0,53.0,18.0,0,1,1
1596,-8,1.2038247711023997,1.0,1.0,4.0,1991.0,2.0,5.0,5000.0,111.0,5.0,-8,,,0,0,0,-1.0,32.0,0.0,1,0,0
1597,4,1.2038247711023997,1.0,1.0,4.0,2000.0,2.0,4.0,,80.0,1.0,4,0,0,1,1,0,-10.0,23.0,0.0,1,0,0
1598,2,1.2038247711023997,1.0,1.0,4.0,1964.0,2.0,5.0,1313.0,50.0,8.0,2,0,0,1,1,0,26.0,59.0,0.0,0,0,0
1599,4,1.2524284086434012,1.0,1.0,4.0,1969.0,1.0,4.0,6300.0,90.0,2.0,4,0,0,1,1,0,21.0,54.0,0.0,0,0,0
1600,-8,1.2038247711023997,1.0,1.0,4.0,1987.0,1.0,5.0,8750.0,50.0,8.0,-8,,,0,0,0,3.0,36.0,0.0,0,0,0
1601,-9,1.2038247711023997,1.0,1.0,4.0,1971.0,2.0,5.0,2625.0,80.0,1.0,-9,,,0,0,0,19.0,52.0,0.0,0,0,0
1602,91,1.2524284086434012,1.0,1.0,4.0,1933.0,2.0,2.0,980.0,60.0,6.0,91,0,,1,0,0,57.0,90.0,0.0,0,0,0
1603,1,1.2524284086434012,1.0,1.0,4.0,1944.0,2.0,3.0,240.0,30.0,8.0,1,0,0,1,1,0,46.0,79.0,0.0,0,0,0
1604,-9,0.5011444524580629,1.0,2.0,1.0,1969.0,1.0,3.0,,140.0,15.0,-9,,,0,0,1,21.0,54.0,18.0,0,1,1
1605,90,1.2075648348440184,1.0,1.0,4.0,1959.0,1.0,5.0,,80.0,1.0,90,0,0,1,1,0,31.0,64.0,0.0,0,0,0
1606,1,1.2075648348440184,1.0,1.0,4.0,1996.0,1.0,5.0,2980.0,90.0,2.0,1,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
1607,42,0.5445972257083529,1.0,2.0,1.0,1971.0,1.0,3.0,2875.0,150.0,16.0,42,1,1,1,1,1,19.0,52.0,18.0,0,1,1
1608,6,0.5445972257083529,1.0,2.0,1.0,1942.0,2.0,5.0,1875.0,140.0,17.0,6,0,0,1,1,1,48.0,81.0,18.0,0,1,1
1609,2,1.2038247711023997,1.0,1.0,4.0,1941.0,1.0,2.0,2875.0,30.0,7.0,2,0,0,1,1,0,49.0,82.0,0.0,0,0,0
1610,2,1.2075648348440184,1.0,1.0,4.0,1953.0,1.0,3.0,3000.0,90.0,6.0,2,0,0,1,1,0,37.0,70.0,0.0,0,0,0
1611,42,0.5408545025487828,1.0,2.0,,1965.0,2.0,2.0,,120.0,18.0,42,1,1,1,1,,25.0,58.0,,0,,
1612,1,1.2524284086434012,1.0,1.0,4.0,1994.0,1.0,5.0,1850.0,70.0,6.0,1,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1613,1,0.5408545025487828,1.0,2.0,1.0,1959.0,1.0,2.0,786.0,160.0,17.0,1,0,0,1,1,1,31.0,64.0,18.0,0,1,1
1614,2,0.5011444524580629,1.0,2.0,3.0,1987.0,1.0,5.0,3000.0,112.0,8.0,2,0,0,1,1,0,3.0,36.0,0.0,0,0,0
1615,2,1.2075648348440184,1.0,1.0,4.0,1949.0,1.0,2.0,2125.0,90.0,2.0,2,0,0,1,1,0,41.0,74.0,0.0,0,0,0
1616,42,0.5011444524580629,1.0,2.0,1.0,1971.0,2.0,3.0,2000.0,160.0,17.0,42,1,1,1,1,1,19.0,52.0,18.0,0,1,1
1617,-50,1.2524284086434012,3.0,1.0,,1990.0,2.0,3.0,2150.0,90.0,95.0,-50,,,0,0,,0.0,33.0,,0,,
1618,4,1.2038247711023997,1.0,1.0,4.0,1977.0,2.0,3.0,3250.0,90.0,2.0,4,0,0,1,1,0,13.0,46.0,0.0,0,0,0
1619,2,1.2524284086434012,1.0,1.0,4.0,1975.0,2.0,4.0,2200.0,50.0,8.0,2,0,0,1,1,0,15.0,48.0,0.0,0,0,0
1620,1,1.2524284086434012,1.0,1.0,4.0,1944.0,1.0,5.0,3330.0,90.0,2.0,1,0,0,1,1,0,46.0,79.0,0.0,0,0,0
1621,-8,0.5408545025487828,1.0,2.0,1.0,1964.0,2.0,5.0,2800.0,130.0,14.0,-8,,,0,0,1,26.0,59.0,18.0,0,1,1
1622,-9,1.2524284086434012,1.0,1.0,4.0,1985.0,1.0,3.0,2100.0,70.0,6.0,-9,,,0,0,0,5.0,38.0,0.0,0,0,0
1623,-7,1.2075648348440184,1.0,1.0,4.0,1980.0,2.0,3.0,1625.0,80.0,1.0,-7,,,0,0,0,10.0,43.0,0.0,0,0,0
1624,4,1.2524284086434012,1.0,1.0,4.0,1960.0,2.0,5.0,1063.0,111.0,9.0,4,0,0,1,1,0,30.0,63.0,0.0,0,0,0
1625,2,1.2524284086434012,1.0,1.0,4.0,1952.0,2.0,2.0,1313.0,50.0,8.0,2,0,0,1,1,0,38.0,71.0,0.0,0,0,0
1626,1,1.2524284086434012,1.0,1.0,4.0,1950.0,1.0,5.0,2400.0,90.0,2.0,1,0,0,1,1,0,40.0,73.0,0.0,0,0,0
1627,-50,1.2524284086434012,3.0,1.0,,1946.0,2.0,2.0,688.0,111.0,95.0,-50,,,0,0,,44.0,77.0,,0,,
1628,2,1.2038247711023997,1.0,1.0,4.0,1973.0,1.0,3.0,2375.0,50.0,8.0,2,0,0,1,1,0,17.0,50.0,0.0,0,0,0
1629,91,0.5011444524580629,1.0,2.0,1.0,1965.0,2.0,3.0,1700.0,120.0,12.0,91,0,,1,0,1,25.0,58.0,18.0,0,1,1
1630,3,1.2524284086434012,1.0,1.0,4.0,1988.0,2.0,5.0,4000.0,50.0,8.0,3,0,0,1,1,0,2.0,35.0,0.0,0,0,0
1631,-9,1.2075648348440184,1.0,1.0,4.0,1988.0,2.0,5.0,150.0,70.0,6.0,-9,,,0,0,0,2.0,35.0,0.0,0,0,0
1632,4,1.2075648348440184,1.0,1.0,4.0,1994.0,2.0,5.0,2620.0,80.0,1.0,4,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1633,2,1.2524284086434012,1.0,1.0,4.0,1954.0,1.0,2.0,1875.0,60.0,6.0,2,0,0,1,1,0,36.0,69.0,0.0,0,0,0
1634,90,1.2038247711023997,1.0,1.0,4.0,1994.0,1.0,5.0,3750.0,50.0,8.0,90,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1635,-7,1.2075648348440184,1.0,1.0,4.0,1984.0,1.0,2.0,,80.0,1.0,-7,,,0,0,0,6.0,39.0,0.0,0,0,0
1636,1,1.2524284086434012,1.0,1.0,4.0,1982.0,1.0,5.0,8000.0,60.0,7.0,1,0,0,1,1,0,8.0,41.0,0.0,0,0,0
1637,1,1.2075648348440184,1.0,1.0,4.0,1952.0,1.0,4.0,,50.0,8.0,1,0,0,1,1,0,38.0,71.0,0.0,0,0,0
1638,2,1.2075648348440184,1.0,1.0,4.0,1958.0,2.0,5.0,3750.0,80.0,1.0,2,0,0,1,1,0,32.0,65.0,0.0,0,0,0
1639,4,1.2038247711023997,1.0,1.0,4.0,1994.0,1.0,5.0,200.0,60.0,6.0,4,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1640,91,0.5445972257083529,1.0,2.0,1.0,1957.0,1.0,4.0,1600.0,160.0,17.0,91,0,,1,0,1,33.0,66.0,18.0,0,1,1
1641,4,1.2038247711023997,1.0,1.0,4.0,1942.0,1.0,2.0,2125.0,60.0,6.0,4,0,0,1,1,0,48.0,81.0,0.0,0,0,0
1642,1,1.2524284086434012,1.0,1.0,4.0,1948.0,2.0,2.0,300.0,50.0,9.0,1,0,0,1,1,0,42.0,75.0,0.0,0,0,0
1643,4,1.2524284086434012,1.0,1.0,4.0,1999.0,1.0,5.0,938.0,30.0,7.0,4,0,0,1,1,0,-9.0,24.0,0.0,1,0,0
1644,91,0.5011444524580629,1.0,2.0,1.0,1960.0,1.0,3.0,2000.0,150.0,16.0,91,0,,1,0,1,30.0,63.0,18.0,0,1,1
1645,-8,1.2038247711023997,1.0,1.0,4.0,1971.0,2.0,3.0,2300.0,90.0,2.0,-8,,,0,0,0,19.0,52.0,0.0,0,0,0
1646,1,0.5445972257083529,1.0,2.0,1.0,1995.0,2.0,5.0,2000.0,150.0,15.0,1,0,0,1,1,1,-5.0,28.0,0.0,1,0,0
1647,1,1.2524284086434012,1.0,1.0,4.0,1956.0,1.0,5.0,4500.0,70.0,8.0,1,0,0,1,1,0,34.0,67.0,0.0,0,0,0
1648,2,0.5011444524580629,1.0,2.0,1.0,1950.0,2.0,3.0,2000.0,120.0,12.0,2,0,0,1,1,1,40.0,73.0,18.0,0,1,1
1649,42,1.2038247711023997,1.0,1.0,4.0,1933.0,2.0,2.0,,30.0,7.0,42,1,1,1,1,0,57.0,90.0,0.0,0,0,0
1650,4,1.2038247711023997,1.0,1.0,2.0,1993.0,2.0,5.0,3250.0,111.0,14.0,4,0,0,1,1,1,-3.0,30.0,0.0,1,0,0
1651,1,1.2038247711023997,1.0,1.0,4.0,1956.0,1.0,4.0,3200.0,30.0,7.0,1,0,0,1,1,0,34.0,67.0,0.0,0,0,0
1652,4,1.2075648348440184,1.0,1.0,4.0,1964.0,2.0,3.0,2090.0,30.0,7.0,4,0,0,1,1,0,26.0,59.0,0.0,0,0,0
1653,1,1.2038247711023997,1.0,1.0,4.0,1956.0,1.0,2.0,1875.0,80.0,1.0,1,0,0,1,1,0,34.0,67.0,0.0,0,0,0
1654,1,0.5408545025487828,3.0,2.0,,1995.0,1.0,4.0,2500.0,140.0,95.0,1,0,0,1,1,,-5.0,28.0,,1,,
1655,-8,0.5011444524580629,1.0,2.0,1.0,1989.0,2.0,5.0,2200.0,130.0,14.0,-8,,,0,0,1,1.0,34.0,1.0,0,1,0
1656,-9,1.2524284086434012,1.0,1.0,4.0,1973.0,2.0,3.0,,70.0,9.0,-9,,,0,0,0,17.0,50.0,0.0,0,0,0
1657,1,1.2038247711023997,1.0,1.0,4.0,1952.0,1.0,2.0,2200.0,90.0,2.0,1,0,0,1,1,0,38.0,71.0,0.0,0,0,0
1658,-8,0.5011444524580629,1.0,2.0,1.0,1987.0,2.0,3.0,1625.0,120.0,12.0,-8,,,0,0,1,3.0,36.0,3.0,0,1,0
1659,2,0.5408545025487828,1.0,2.0,1.0,1940.0,2.0,2.0,1875.0,150.0,16.0,2,0,0,1,1,1,50.0,83.0,18.0,0,1,1
1660,3,1.2075648348440184,1.0,1.0,4.0,2000.0,2.0,5.0,1600.0,90.0,1.0,3,0,0,1,1,0,-10.0,23.0,0.0,1,0,0
1661,-8,1.2038247711023997,3.0,1.0,,1960.0,1.0,4.0,1875.0,90.0,95.0,-8,,,0,0,,30.0,63.0,,0,,
1662,42,0.5011444524580629,1.0,2.0,1.0,1961.0,2.0,3.0,1188.0,160.0,17.0,42,1,1,1,1,1,29.0,62.0,18.0,0,1,1
1663,2,1.2075648348440184,1.0,1.0,4.0,1968.0,2.0,5.0,1063.0,30.0,1.0,2,0,0,1,1,0,22.0,55.0,0.0,0,0,0
1664,91,1.2075648348440184,1.0,1.0,4.0,1951.0,2.0,4.0,2625.0,10.0,11.0,91,0,,1,0,0,39.0,72.0,0.0,0,0,0
1665,3,0.5011444524580629,1.0,2.0,1.0,1984.0,2.0,5.0,3250.0,120.0,12.0,3,0,0,1,1,1,6.0,39.0,6.0,0,1,0
1666,2,1.2524284086434012,1.0,1.0,4.0,1941.0,1.0,2.0,1650.0,90.0,2.0,2,0,0,1,1,0,49.0,82.0,0.0,0,0,0
1667,-8,0.5445972257083529,1.0,2.0,1.0,1952.0,2.0,5.0,1188.0,140.0,15.0,-8,,,0,0,1,38.0,71.0,18.0,0,1,1
1668,91,1.2524284086434012,1.0,1.0,4.0,2004.0,2.0,3.0,841.0,100.0,10.0,91,0,,1,0,0,-14.0,19.0,0.0,1,0,0
1669,42,0.5408545025487828,1.0,2.0,1.0,1980.0,2.0,5.0,3000.0,112.0,13.0,42,1,1,1,1,1,10.0,43.0,10.0,0,1,1
1670,3,1.2075648348440184,1.0,1.0,4.0,1993.0,1.0,5.0,4500.0,70.0,9.0,3,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
1671,91,1.2524284086434012,3.0,1.0,4.0,1984.0,1.0,3.0,1500.0,10.0,11.0,91,0,,1,0,0,6.0,39.0,0.0,0,0,0
1672,2,0.5408545025487828,1.0,2.0,1.0,1940.0,2.0,3.0,2125.0,150.0,16.0,2,0,0,1,1,1,50.0,83.0,18.0,0,1,1
1673,-8,0.5445972257083529,1.0,2.0,1.0,1970.0,2.0,3.0,1875.0,140.0,15.0,-8,,,0,0,1,20.0,53.0,18.0,0,1,1
1674,2,1.2038247711023997,2.0,1.0,,1952.0,1.0,2.0,2375.0,80.0,95.0,2,0,0,1,1,,38.0,71.0,,0,,
1675,6,0.5408545025487828,1.0,2.0,1.0,1950.0,1.0,5.0,1850.0,130.0,15.0,6,0,0,1,1,1,40.0,73.0,18.0,0,1,1
1676,-7,1.2075648348440184,1.0,1.0,4.0,1991.0,1.0,5.0,2800.0,50.0,8.0,-7,,,0,0,0,-1.0,32.0,0.0,1,0,0
1677,6,1.2038247711023997,2.0,1.0,4.0,1986.0,2.0,5.0,6750.0,90.0,2.0,6,0,0,1,1,0,4.0,37.0,0.0,0,0,0
1678,3,1.2075648348440184,3.0,1.0,,2001.0,1.0,4.0,,50.0,95.0,3,0,0,1,1,,-11.0,22.0,,1,,
1679,-8,1.2075648348440184,1.0,1.0,2.0,1952.0,2.0,3.0,1625.0,50.0,15.0,-8,,,0,0,1,38.0,71.0,18.0,0,1,1
1680,2,1.2524284086434012,1.0,1.0,4.0,1991.0,1.0,2.0,1470.0,70.0,9.0,2,0,0,1,1,0,-1.0,32.0,0.0,1,0,0
1681,1,1.2524284086434012,1.0,1.0,4.0,1988.0,2.0,3.0,1150.0,90.0,2.0,1,0,0,1,1,0,2.0,35.0,0.0,0,0,0
1682,-7,1.2524284086434012,1.0,1.0,4.0,1937.0,1.0,5.0,,50.0,8.0,-7,,,0,0,0,53.0,86.0,0.0,0,0,0
1683,1,1.2038247711023997,1.0,1.0,4.0,1985.0,2.0,5.0,2625.0,111.0,4.0,1,0,0,1,1,0,5.0,38.0,0.0,0,0,0
1684,42,0.5011444524580629,1.0,2.0,1.0,1964.0,1.0,2.0,2350.0,130.0,14.0,42,1,1,1,1,1,26.0,59.0,18.0,0,1,1
1685,-7,1.2038247711023997,1.0,1.0,4.0,2002.0,1.0,3.0,688.0,50.0,8.0,-7,,,0,0,0,-12.0,21.0,0.0,1,0,0
1686,1,1.2038247711023997,1.0,1.0,4.0,1942.0,2.0,2.0,813.0,30.0,1.0,1,0,0,1,1,0,48.0,81.0,0.0,0,0,0
1687,-8,0.5408545025487828,1.0,2.0,,1939.0,2.0,,2375.0,120.0,,-8,,,0,0,,51.0,84.0,,0,,
1688,2,1.2075648348440184,1.0,1.0,4.0,1944.0,1.0,5.0,5000.0,30.0,6.0,2,0,0,1,1,0,46.0,79.0,0.0,0,0,0
1689,1,1.2038247711023997,1.0,1.0,4.0,1956.0,1.0,5.0,4250.0,80.0,1.0,1,0,0,1,1,0,34.0,67.0,0.0,0,0,0
1690,90,0.5408545025487828,1.0,2.0,1.0,1962.0,2.0,3.0,1063.0,120.0,12.0,90,0,0,1,1,1,28.0,61.0,18.0,0,1,1
1691,4,0.5011444524580629,1.0,2.0,1.0,2001.0,2.0,5.0,330.0,150.0,16.0,4,0,0,1,1,1,-11.0,22.0,0.0,1,0,0
1692,-8,1.2524284086434012,1.0,1.0,4.0,1966.0,1.0,5.0,1200.0,70.0,9.0,-8,,,0,0,0,24.0,57.0,0.0,0,0,0
1693,42,1.2524284086434012,1.0,1.0,4.0,1955.0,1.0,3.0,1500.0,90.0,2.0,42,1,1,1,1,0,35.0,68.0,0.0,0,0,0
1694,4,0.5445972257083529,1.0,2.0,1.0,2002.0,1.0,5.0,563.0,130.0,14.0,4,0,0,1,1,1,-12.0,21.0,0.0,1,0,0
1695,2,0.5445972257083529,1.0,2.0,1.0,1967.0,1.0,1.0,2125.0,160.0,17.0,2,0,0,1,1,1,23.0,56.0,18.0,0,1,1
1696,1,1.2038247711023997,1.0,1.0,,1974.0,2.0,3.0,938.0,50.0,,1,0,0,1,1,,16.0,49.0,,0,,
1697,42,0.5011444524580629,1.0,2.0,3.0,1968.0,2.0,3.0,2200.0,120.0,4.0,42,1,1,1,1,0,22.0,55.0,0.0,0,0,0
1698,-50,1.2075648348440184,3.0,1.0,4.0,1966.0,2.0,5.0,3250.0,60.0,6.0,-50,,,0,0,0,24.0,57.0,0.0,0,0,0
1699,-7,0.5408545025487828,1.0,2.0,1.0,1978.0,2.0,3.0,1800.0,160.0,17.0,-7,,,0,0,1,12.0,45.0,12.0,0,1,1
1700,-8,1.2075648348440184,1.0,1.0,4.0,2001.0,2.0,4.0,440.0,50.0,8.0,-8,,,0,0,0,-11.0,22.0,0.0,1,0,0
1701,2,0.5011444524580629,1.0,2.0,1.0,1986.0,2.0,3.0,1875.0,120.0,12.0,2,0,0,1,1,1,4.0,37.0,4.0,0,1,0
1702,1,0.5011444524580629,1.0,2.0,1.0,1971.0,2.0,3.0,1450.0,130.0,14.0,1,0,0,1,1,1,19.0,52.0,18.0,0,1,1
1703,90,1.2075648348440184,1.0,1.0,4.0,1972.0,2.0,3.0,2125.0,90.0,8.0,90,0,0,1,1,0,18.0,51.0,0.0,0,0,0
1704,4,1.2038247711023997,1.0,1.0,4.0,1959.0,1.0,5.0,5250.0,30.0,8.0,4,0,0,1,1,0,31.0,64.0,0.0,0,0,0
1705,2,1.2038247711023997,1.0,1.0,4.0,1963.0,1.0,2.0,2600.0,50.0,8.0,2,0,0,1,1,0,27.0,60.0,0.0,0,0,0
1706,-9,1.2075648348440184,3.0,1.0,,1977.0,1.0,,,50.0,95.0,-9,,,0,0,,13.0,46.0,,0,,
1707,-50,1.2524284086434012,3.0,1.0,,1982.0,2.0,3.0,800.0,50.0,95.0,-50,,,0,0,,8.0,41.0,,0,,
1708,-8,1.2524284086434012,1.0,1.0,4.0,1942.0,2.0,2.0,800.0,30.0,7.0,-8,,,0,0,0,48.0,81.0,0.0,0,0,0
1709,1,1.2038247711023997,1.0,1.0,4.0,1945.0,1.0,5.0,3750.0,30.0,8.0,1,0,0,1,1,0,45.0,78.0,0.0,0,0,0
1710,42,0.5408545025487828,1.0,2.0,1.0,2000.0,1.0,5.0,1750.0,112.0,13.0,42,1,1,1,1,1,-10.0,23.0,0.0,1,0,0
1711,4,1.2075648348440184,1.0,1.0,4.0,1941.0,2.0,3.0,,50.0,8.0,4,0,0,1,1,0,49.0,82.0,0.0,0,0,0
1712,4,0.5445972257083529,1.0,2.0,1.0,1999.0,1.0,5.0,,160.0,15.0,4,0,0,1,1,1,-9.0,24.0,0.0,1,0,0
1713,4,1.2075648348440184,1.0,1.0,4.0,1967.0,1.0,-33.0,2800.0,80.0,1.0,4,0,0,1,1,0,23.0,56.0,0.0,0,0,0
1714,-8,0.5445972257083529,1.0,2.0,1.0,1963.0,2.0,5.0,3250.0,112.0,17.0,-8,,,0,0,1,27.0,60.0,18.0,0,1,1
1715,-7,1.2038247711023997,1.0,1.0,4.0,1995.0,2.0,5.0,,60.0,6.0,-7,,,0,0,0,-5.0,28.0,0.0,1,0,0
1716,4,1.2524284086434012,1.0,1.0,4.0,1973.0,1.0,5.0,3800.0,60.0,6.0,4,0,0,1,1,0,17.0,50.0,0.0,0,0,0
1717,3,1.2038247711023997,1.0,1.0,4.0,1946.0,1.0,3.0,3250.0,90.0,8.0,3,0,0,1,1,0,44.0,77.0,0.0,0,0,0
1718,-8,0.5445972257083529,3.0,2.0,,1997.0,2.0,-33.0,,140.0,95.0,-8,,,0,0,,-7.0,26.0,,1,,
1719,6,0.5011444524580629,1.0,2.0,3.0,1997.0,2.0,5.0,750.0,112.0,2.0,6,0,0,1,1,0,-7.0,26.0,0.0,1,0,0
1720,1,1.2075648348440184,1.0,1.0,4.0,1951.0,1.0,4.0,1300.0,90.0,2.0,1,0,0,1,1,0,39.0,72.0,0.0,0,0,0
1721,1,1.2038247711023997,1.0,1.0,4.0,1976.0,2.0,5.0,2375.0,50.0,8.0,1,0,0,1,1,0,14.0,47.0,0.0,0,0,0
1722,1,1.2075648348440184,1.0,1.0,4.0,1971.0,2.0,3.0,2400.0,60.0,10.0,1,0,0,1,1,0,19.0,52.0,0.0,0,0,0
1723,42,0.5011444524580629,1.0,2.0,1.0,1979.0,1.0,1.0,1100.0,150.0,16.0,42,1,1,1,1,1,11.0,44.0,11.0,0,1,1
1724,3,0.5408545025487828,1.0,2.0,1.0,1985.0,2.0,5.0,3000.0,130.0,15.0,3,0,0,1,1,1,5.0,38.0,5.0,0,1,0
1725,-8,1.2524284086434012,1.0,1.0,4.0,2004.0,1.0,7.0,,70.0,9.0,-8,,,0,0,0,-14.0,19.0,0.0,1,0,0
1726,91,1.2075648348440184,1.0,1.0,4.0,1985.0,1.0,5.0,,80.0,9.0,91,0,,1,0,0,5.0,38.0,0.0,0,0,0
1727,-50,1.2038247711023997,3.0,1.0,,1967.0,2.0,-33.0,1900.0,100.0,95.0,-50,,,0,0,,23.0,56.0,,0,,
1728,1,1.2524284086434012,1.0,1.0,4.0,1986.0,1.0,4.0,2500.0,60.0,6.0,1,0,0,1,1,0,4.0,37.0,0.0,0,0,0
1729,1,1.2075648348440184,1.0,1.0,4.0,1969.0,2.0,3.0,1300.0,80.0,1.0,1,0,0,1,1,0,21.0,54.0,0.0,0,0,0
1730,91,1.2038247711023997,1.0,1.0,4.0,1981.0,2.0,4.0,1875.0,30.0,7.0,91,0,,1,0,0,9.0,42.0,0.0,0,0,0
1731,-8,1.2038247711023997,1.0,1.0,4.0,1987.0,2.0,3.0,688.0,30.0,7.0,-8,,,0,0,0,3.0,36.0,0.0,0,0,0
1732,90,1.2075648348440184,3.0,1.0,4.0,1958.0,2.0,2.0,1450.0,90.0,2.0,90,0,0,1,1,0,32.0,65.0,0.0,0,0,0
1733,2,0.5445972257083529,1.0,2.0,1.0,1946.0,2.0,,250.0,150.0,16.0,2,0,0,1,1,1,44.0,77.0,18.0,0,1,1
1734,1,1.2075648348440184,1.0,1.0,4.0,1962.0,2.0,5.0,3000.0,80.0,1.0,1,0,0,1,1,0,28.0,61.0,0.0,0,0,0
1735,4,1.2524284086434012,1.0,1.0,2.0,1988.0,1.0,5.0,3250.0,20.0,17.0,4,0,0,1,1,1,2.0,35.0,2.0,0,1,0
1736,91,1.2524284086434012,1.0,1.0,4.0,1980.0,1.0,3.0,3200.0,50.0,8.0,91,0,,1,0,0,10.0,43.0,0.0,0,0,0
1737,42,1.2038247711023997,1.0,1.0,4.0,1996.0,2.0,5.0,1770.0,50.0,8.0,42,1,1,1,1,0,-6.0,27.0,0.0,1,0,0
1738,1,1.2075648348440184,1.0,1.0,4.0,1987.0,1.0,4.0,3000.0,20.0,5.0,1,0,0,1,1,0,3.0,36.0,0.0,0,0,0
1739,1,1.2038247711023997,1.0,1.0,4.0,1941.0,2.0,1.0,250.0,90.0,2.0,1,0,0,1,1,0,49.0,82.0,0.0,0,0,0
1740,90,1.2524284086434012,1.0,1.0,4.0,1963.0,1.0,4.0,1300.0,70.0,8.0,90,0,0,1,1,0,27.0,60.0,0.0,0,0,0
1741,3,1.2038247711023997,1.0,1.0,2.0,1961.0,1.0,3.0,2000.0,30.0,17.0,3,0,0,1,1,1,29.0,62.0,18.0,0,1,1
1742,42,0.5408545025487828,1.0,2.0,1.0,1954.0,1.0,3.0,1188.0,140.0,12.0,42,1,1,1,1,1,36.0,69.0,18.0,0,1,1
1743,1,1.2524284086434012,1.0,1.0,4.0,1978.0,1.0,3.0,2500.0,10.0,11.0,1,0,0,1,1,0,12.0,45.0,0.0,0,0,0
1744,-8,1.2038247711023997,3.0,1.0,,1985.0,2.0,4.0,,50.0,95.0,-8,,,0,0,,5.0,38.0,,0,,
1745,-7,1.2075648348440184,1.0,1.0,4.0,1980.0,2.0,3.0,688.0,10.0,7.0,-7,,,0,0,0,10.0,43.0,0.0,0,0,0
1746,-50,1.2524284086434012,3.0,1.0,,1978.0,2.0,3.0,1150.0,90.0,95.0,-50,,,0,0,,12.0,45.0,,0,,
1747,42,0.5445972257083529,1.0,2.0,1.0,1963.0,2.0,2.0,,140.0,15.0,42,1,1,1,1,1,27.0,60.0,18.0,0,1,1
1748,-7,0.5445972257083529,1.0,2.0,1.0,1955.0,2.0,5.0,2125.0,120.0,12.0,-7,,,0,0,1,35.0,68.0,18.0,0,1,1
1749,1,1.2075648348440184,3.0,1.0,,1981.0,2.0,5.0,1600.0,50.0,95.0,1,0,0,1,1,,9.0,42.0,,0,,
1750,2,1.2075648348440184,1.0,1.0,2.0,1993.0,1.0,5.0,4000.0,30.0,17.0,2,0,0,1,1,1,-3.0,30.0,0.0,1,0,0
1751,91,0.5011444524580629,1.0,2.0,1.0,1962.0,1.0,3.0,1500.0,120.0,12.0,91,0,,1,0,1,28.0,61.0,18.0,0,1,1
1752,2,0.5011444524580629,1.0,2.0,3.0,1947.0,1.0,4.0,2500.0,130.0,7.0,2,0,0,1,1,0,43.0,76.0,0.0,0,0,0
1753,4,0.5408545025487828,1.0,2.0,1.0,1973.0,1.0,3.0,2000.0,150.0,16.0,4,0,0,1,1,1,17.0,50.0,17.0,0,1,1
1754,4,1.2524284086434012,1.0,1.0,4.0,1965.0,1.0,3.0,2000.0,60.0,6.0,4,0,0,1,1,0,25.0,58.0,0.0,0,0,0
1755,-7,1.2038247711023997,1.0,1.0,4.0,1947.0,2.0,2.0,1063.0,20.0,8.0,-7,,,0,0,0,43.0,76.0,0.0,0,0,0
1756,1,0.5011444524580629,1.0,2.0,1.0,1950.0,2.0,5.0,2500.0,112.0,13.0,1,0,0,1,1,1,40.0,73.0,18.0,0,1,1
1757,2,1.2038247711023997,1.0,1.0,4.0,1951.0,1.0,-33.0,3500.0,90.0,2.0,2,0,0,1,1,0,39.0,72.0,0.0,0,0,0
1758,3,1.2075648348440184,1.0,1.0,4.0,1952.0,2.0,1.0,1063.0,90.0,2.0,3,0,0,1,1,0,38.0,71.0,0.0,0,0,0
1759,2,1.2075648348440184,1.0,1.0,4.0,1938.0,2.0,2.0,3250.0,60.0,7.0,2,0,0,1,1,0,52.0,85.0,0.0,0,0,0
