respid,y,t,w,yborn,age_1990,e_hat,m1_hat,m0_hat,psi_aipw,cate_hat
102,0,0,1.2038247711023995,1962.0,28.0,0.18734813508860498,0.25725953608973,0.09986642915887585,0.2802826657578243,0.13981077447910192
103,0,0,1.2075648348440184,1942.0,48.0,0.24302831619688783,0.056871459246097815,0.0031138003985593113,0.05787115538272622,0.04788441933190856
104,0,0,1.2524284086434012,1981.0,9.0,0.1938543901245395,0.12520556070694316,0.11991605027561554,0.15404185592154385,0.026173107848761226
105,1,1,0.5011444524580629,1983.0,7.0,0.16295587367623762,0.3792583390861996,0.11677094055281349,4.0717496663488815,0.17653426267133135
106,0,1,0.5011444524580629,1979.0,11.0,0.1963035934934785,0.1485228338126121,0.08746612196185173,-0.6955409192442927,0.09629897350773088
108,0,1,1.2524284086434012,1978.0,12.0,0.1975369359047201,0.14276080793730728,0.07308050327769744,-0.6530240710231561,0.07086645959132122
109,1,0,1.2075648348440184,1982.0,8.0,0.16402245750381497,0.3984586140868141,0.1318550202421272,-0.7718752355813256,0.3225344488667314
111,0,0,1.2524284086434012,1972.0,18.0,0.17330820912023806,0.2695390695337295,0.21848305015868624,0.3153419994331947,-0.04505883763071303
112,0,1,0.5011444524580629,1991.0,-1.0,0.1818240343055916,0.08560839436985308,0.0689156040214947,-0.45413822325664766,0.009182269230145548
114,0,0,1.2038247711023995,1936.0,54.0,0.22579258054123336,0.1302623438592039,0.04229158982476371,0.14259641217438535,0.15045965892501895
115,1,0,1.2524284086434012,1948.0,42.0,0.23472216529867884,0.10293688222705615,0.03348686459124305,-1.1935071615512407,0.01196508622483123
117,0,0,1.2038247711023995,1996.0,-6.0,0.14959467778627636,0.09672868048024644,0.06290621080105886,0.10779450296480392,0.022909546098238722
118,0,1,0.5408545025487828,1939.0,51.0,0.21202354380166277,0.15623274586033611,0.023430306970803574,-0.6040626425020128,0.1652040157894971
119,1,1,0.5408545025487828,1963.0,27.0,0.1869133980292805,0.34695954979979066,0.11736970532310594,3.723402792534634,0.06823191515237292
120,0,0,1.2075648348440184,2003.0,-13.0,0.1678910785024057,0.07331622168623607,0.012721505998491991,0.07588298585265994,0.12128424616061868
122,0,0,1.2038247711023995,1956.0,34.0,0.2305706046516113,0.13640879900534414,0.010159127237421958,0.13945312785998118,0.17718344499543265
123,0,0,1.2524284086434012,1960.0,30.0,0.2246491067934368,0.17946826266819477,0.05044405225199475,0.1940838533391312,0.16801937279666465
124,0,0,1.2038247711023995,1959.0,31.0,0.22208098240872634,0.13588174052901741,0.027975598697958737,0.14386823822585,0.10949050680179098
125,0,0,1.2038247711023995,1949.0,41.0,0.2028877846178701,0.17984693019735887,0.08427830673747633,0.20129816205072437,0.07872429479262356
129,0,0,1.2075648348440184,1950.0,40.0,0.23990368260348138,0.24047349391181963,0.04898927308374519,0.25593562252877367,0.21494621402123965
130,0,1,0.5011444524580629,1959.0,31.0,0.19105893685867328,0.22600840196590408,0.020679914739056605,-0.9775965603100965,0.26613220975213553
131,0,0,1.2524284086434012,2003.0,-13.0,0.13626725667687292,0.2104573788804556,0.05913781857137492,0.21978728835172492,0.14467508473548804
132,0,0,1.2524284086434012,1959.0,31.0,0.1921709893901733,0.2836496489163282,0.003713900637496236,0.28453313285987425,0.26613220975213553
134,0,0,1.2524284086434012,1956.0,34.0,0.1953471567825854,0.21506441475048135,0.05146493326209676,0.2275586580399936,0.3213296903438307
135,0,0,1.2075648348440184,1959.0,31.0,0.1921709893901733,0.2836496489163282,0.003713900637496236,0.28453313285987425,0.26613220975213553
136,0,0,1.2075648348440184,1938.0,52.0,0.2166248058923387,0.14001840039386637,0.04215441422359299,0.15167525635174864,0.16854385678364492
137,0,0,1.2075648348440184,1955.0,35.0,0.19559904761237895,0.21706525983642014,0.07722100281966082,0.23584240643522236,0.04383772856050726
139,1,1,0.5011444524580629,1969.0,21.0,0.20722303338230974,0.3132626026667262,0.10627208772675147,3.5209917923283762,0.25156926444923416
140,0,0,1.2038247711023995,1954.0,36.0,0.22661491277742782,0.19571790854846718,0.046546806178269465,0.2093569101227511,0.147139061391684
141,0,1,0.5445972257083529,1964.0,26.0,0.21354759229375986,0.29621760379926454,0.05675065603519208,-1.1476599245997345,0.224384127530018
142,1,1,0.5011444524580629,1966.0,24.0,0.21351841079285291,0.2808744787693976,0.027232181466528605,3.6216212859076014,0.3435345483094956
143,0,0,1.2038247711023995,1957.0,33.0,0.19321393885194876,0.28887464442969313,0.027875561000540176,0.29555045007134984,0.3236324483697607
144,0,1,0.5445972257083529,1952.0,38.0,0.2292951530810708,0.23059349477337227,0.03762516406494195,-0.812693985632999,0.15147869544950812
145,0,1,0.5011444524580629,2000.0,-10.0,0.14720476168220262,0.2231927733808526,0.09676573832160039,-1.3897791720653445,0.12730867099671478
146,0,0,1.2524284086434012,1948.0,42.0,0.24254486995418187,0.06624871654201815,0.0658404112712848,0.08733148878300574,0.01196508622483123
148,0,1,0.5408545025487828,1958.0,32.0,0.18831092829212184,0.3329068344720834,0.038469490623621254,-1.4734198776700558,0.22310144912174926
149,1,0,1.2038247711023995,1983.0,7.0,0.16295587367623762,0.3792583390861996,0.11677094055281349,-0.7926888241662046,0.17653426267133135
150,0,0,1.2038247711023995,1952.0,38.0,0.23165534328309076,0.17934820064517512,0.02434823510555366,0.18668917544392694,0.15147869544950812
151,0,0,1.2038247711023995,1981.0,9.0,0.1913281057231147,0.1553928411636252,0.1232416922828567,0.18455126709318573,0.026173107848761226
152,0,0,1.2075648348440184,1969.0,21.0,0.17728533663612062,0.36009200798687585,0.12582354902396925,0.38720550339275484,0.28754662582278223
154,0,0,1.2524284086434012,1978.0,12.0,0.1656082981363577,0.29579299024746236,0.09062620096309663,0.31378028671091,0.1580735489049669
155,0,0,1.2038247711023995,1958.0,32.0,0.19248030149724954,0.21293671804825273,0.04437792907901813,0.22351463606658806,0.22310144912174926
158,0,1,1.2075648348440184,1978.0,12.0,0.16818509467486398,0.35477803574799227,0.11056167996615503,-1.8652335715963908,0.1580735489049669
159,0,0,1.2524284086434012,1966.0,24.0,0.18275488264113818,0.3435226585962777,0.06329698639823618,0.3576773266084058,0.2807537978668807
160,0,0,1.2075648348440184,1977.0,13.0,0.16683689251369999,0.3876654225482721,0.0745609696626802,0.4025958969890578,0.1890205075487696
161,0,0,0.5445972257083529,1973.0,17.0,0.17106985207228237,0.25109515262972554,0.1992898249171374,0.2922234442636047,-0.04857684957136331
162,0,1,0.5445972257083529,1963.0,27.0,0.18545369634350997,0.30996952077662343,0.1988844221380571,-1.5603268326851252,0.06823191515237292
163,0,0,1.2524284086434012,1964.0,26.0,0.18407239174637227,0.32646708555782716,0.14423169917307357,0.3590056019211296,0.23791213682391438
164,0,0,1.2524284086434012,1961.0,29.0,0.21740927477070993,0.25181243695522676,0.06290436437664529,0.2692877171983347,0.19859857274431342
165,0,0,1.2075648348440184,1943.0,47.0,0.21432402793780037,0.10698840122431182,0.024939949704101273,0.1137917535823065,0.05073503158748967
166,0,0,1.2075648348440184,1961.0,29.0,0.22316217285169415,0.19139838893856934,0.03877459373589649,0.20253716499599786,0.19859857274431342
167,0,1,0.5011444524580629,1960.0,30.0,0.2187076556973139,0.21987081393749236,0.054315210201102165,-0.839762720564924,0.16801937279666465
171,0,0,1.2075648348440184,1961.0,29.0,0.18475906220470656,0.3379137935370368,0.07392331845706138,0.3546671266438392,0.16996445742416827
172,0,0,1.2075648348440184,1998.0,-8.0,0.17758335946685289,0.055931046200243056,0.06283364262444664,0.06949863322955627,-0.0759574879101481
174,0,0,1.2038247711023995,1959.0,31.0,0.22644401993110544,0.15636688869973409,0.032196600407650565,0.16579184023817933,0.10949050680179098
175,1,0,1.2075648348440184,2000.0,-10.0,0.14322754138295427,0.18741009025917443,0.07667993812204864,-0.9669422830486678,0.12730867099671478
176,0,0,1.2075648348440184,1970.0,20.0,0.1779805028743613,0.3094115088355524,0.15860397490613679,0.34375183204001813,0.1296480991330347
177,0,0,0.5445972257083529,1971.0,19.0,0.21046361759595503,0.235358430980195,0.0726721851985767,0.25473037043271857,0.11556205205632634
178,0,1,0.5445972257083529,1939.0,51.0,0.25748484743906186,0.04074888909950241,0.03677659135607873,-0.15428512790624033,0.005211290689619086
179,0,1,0.5011444524580629,1983.0,7.0,0.16295587367623762,0.3792583390861996,0.11677094055281349,-2.064880928426794,0.17653426267133135
181,0,0,1.2075648348440184,1950.0,40.0,0.23990368260348138,0.24047349391181963,0.04898927308374519,0.25593562252877367,0.21494621402123965
188,0,1,0.5408545025487828,1939.0,51.0,0.22014388468106574,0.11940369645799107,0.04371501437300746,-0.46670065855456044,0.1652040157894971
189,0,0,1.2075648348440184,1984.0,6.0,0.18908484810288823,0.12465704199742249,0.08502944522650563,0.14448375222390325,0.07107953307941607
190,0,0,1.2524284086434012,1945.0,45.0,0.2461482065812129,0.049553652660965335,0.024293623770316616,0.05748602341955048,0.003134013026586279
191,0,0,1.2524284086434012,1958.0,32.0,0.22343125558806584,0.12720047158272962,0.027850147740572637,0.135213404787634,0.06757813783325343
192,0,0,1.2524284086434012,1989.0,1.0,0.15408588298906079,0.31275267815570784,0.16323884627626808,0.3424871408638991,0.10399890272896267
197,0,1,0.5445972257083529,2004.0,-14.0,0.1434220140025656,0.2231927733808526,0.03333263935798086,-1.3663359278791736,0.14467508473548804
198,0,0,1.2524284086434012,1948.0,42.0,0.20368269993587876,0.15081500804347547,0.10903664279609065,0.17870449103582464,0.08275679218046114
199,0,0,1.2038247711023995,1959.0,31.0,0.2200116107282752,0.17454659501151076,0.03691843943385488,0.1849601927485241,0.10949050680179098
200,0,0,1.2524284086434012,1990.0,0.0,0.1556456978694054,0.22311136509905316,0.19294123572908045,0.2586775642728609,0.1345260896482849
201,0,0,1.2524284086434012,1965.0,25.0,0.2122715217883772,0.30799005395762613,0.028664414367094573,0.31571433843784413,0.3010364279032659
202,0,0,1.2038247711023995,1967.0,23.0,0.2114892498233591,0.3415267012637306,0.05699583918453265,0.35681375634762047,0.24185622392091474
203,1,0,1.2038247711023995,1974.0,16.0,0.20660026665373057,0.21608068875647016,0.023238533453465472,-1.0382667365879876,0.2777408548854049
205,1,1,0.5445972257083529,1957.0,33.0,0.18950647749559552,0.33555744558342965,0.0267331090490585,3.8149976515442146,0.3236324483697607
206,0,1,1.2524284086434012,1949.0,41.0,0.24040271403615748,0.10769772953303969,0.07750908267495928,-0.41780017874578335,0.031034377291673524
208,0,0,1.2038247711023995,1969.0,21.0,0.2130684752763509,0.25464403549406917,0.07260529360889127,0.274302542899362,0.25156926444923416
210,0,0,1.2075648348440184,2003.0,-13.0,0.1678910785024057,0.07331622168623607,0.012721505998491991,0.07588298585265994,0.12128424616061868
211,0,0,0.5445972257083529,1966.0,24.0,0.1789548193397205,0.3413286737104616,0.04663302737391849,0.35149279766555586,0.2807537978668807
213,0,0,1.2524284086434012,1977.0,13.0,0.19739366795643937,0.19323080128258152,0.03776208085110968,0.20251803881270308,0.14410326925529263
215,1,1,0.5408545025487828,1982.0,8.0,0.16402245750381497,0.3984586140868141,0.1318550202421272,3.9340366701915332,0.3225344488667314
217,1,1,0.5408545025487828,1988.0,2.0,0.15510566566794493,0.3308626893972749,0.14319094151243184,4.5017456904527124,0.15563222664537993
219,0,0,1.2075648348440184,1965.0,25.0,0.1801041486161011,0.319665989267115,0.06107898698528983,0.3330830335548153,0.27350889727044103
