respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample
2419,42,0.5445972257083529,1,2,1,1974,2,3,2219,130,14,42,1,1,1,1
2420,-8,0.5445972257083529,1,2,1,1997,2,5,1188,140,13,-8,,,0,0
2421,3,1.2038247711023997,1,1,4,1953,2,2,450,111,7,3,0,0,1,1
2422,42,1.2075648348440184,1,1,4,1954,1,3,1188,70,9,42,1,1,1,1
2423,-9,1.2524284086434012,1,1,4,1948,2,2,400,60,6,-9,,,0,0
2424,42,1.2524284086434012,1,1,4,1971,1,3,4250,20,11,42,1,1,1,1
2425,-50,1.2524284086434012,3,1,-10,1971,2,3,850,50,95,-50,,,0,0
2426,1,1.2524284086434012,1,1,4,1972,2,4,-9,10,11,1,0,0,1,1
2427,1,1.2038247711023997,1,1,4,1964,1,5,3677,70,8,1,0,0,1,1
2428,3,1.2075648348440184,1,1,4,1972,1,5,3500,60,6,3,0,0,1,1
2429,-50,1.2075648348440184,3,1,4,1996,2,4,1000,80,1,-50,,,0,0
2430,2,1.2524284086434012,1,1,-10,1950,1,2,1500,80,95,2,0,0,1,1
2431,1,1.2524284086434012,1,1,4,1997,1,4,2500,90,2,1,0,0,1,1
2432,1,0.5408545025487828,1,2,1,1985,1,5,3100,150,16,1,0,0,1,1
2433,3,0.5408545025487828,1,2,1,1969,2,3,2350,160,17,3,0,0,1,1
2434,2,1.2038247711023997,1,1,4,1987,1,3,8750,90,2,2,0,0,1,1
2435,-50,1.2524284086434012,3,1,2,1946,1,5,450,50,15,-50,,,0,0
2436,-8,1.2524284086434012,1,1,2,1977,2,5,1875,30,15,-8,,,0,0
2437,-50,1.2524284086434012,3,1,-10,1970,2,3,1000,80,95,-50,,,0,0
2438,-8,1.2524284086434012,1,1,4,1968,2,3,1625,90,6,-8,,,0,0
2439,4,0.5011444524580629,1,2,1,1986,2,5,-50,140,15,4,0,0,1,1
2440,1,0.5408545025487828,1,2,1,1949,1,5,3750,120,15,1,0,0,1,1
2441,1,1.2524284086434012,1,1,4,1987,2,3,1800,80,1,1,0,0,1,1
2442,1,0.5011444524580629,1,2,1,1998,1,3,2375,140,15,1,0,0,1,1
2443,4,1.2524284086434012,1,1,4,1998,1,5,-50,50,8,4,0,0,1,1
2444,2,0.5011444524580629,1,2,1,1959,2,3,1100,150,16,2,0,0,1,1
2445,-8,0.5408545025487828,1,2,1,1984,1,5,3300,130,14,-8,,,0,0
2446,1,1.2075648348440184,1,1,4,1998,2,-33,-9,90,2,1,0,0,1,1
2447,4,1.2038247711023997,1,1,4,1991,2,5,3800,50,8,4,0,0,1,1
2448,42,0.5011444524580629,1,2,1,1953,1,3,900,140,15,42,1,1,1,1
2449,-9,1.2075648348440184,1,1,4,2002,2,-9,-9,30,7,-9,,,0,0
2450,91,1.2524284086434012,1,1,4,2001,1,3,950,90,2,91,0,,1,0
2451,42,1.2038247711023997,3,1,-10,1992,1,5,1200,100,95,42,1,1,1,1
2452,3,1.2038247711023997,1,1,4,1962,1,4,3900,10,7,3,0,0,1,1
2453,42,0.5408545025487828,1,2,1,1967,1,3,2125,120,12,42,1,1,1,1
2454,42,0.5011444524580629,1,2,1,1962,1,3,1875,120,12,42,1,1,1,1
2455,1,1.2075648348440184,1,1,4,1994,1,4,2125,30,7,1,0,0,1,1
2456,1,0.5445972257083529,1,2,1,1958,1,3,2375,112,13,1,0,0,1,1
2457,2,1.2038247711023997,1,1,4,1981,2,5,1063,20,11,2,0,0,1,1
2458,4,1.2524284086434012,1,1,4,1953,2,3,1188,10,11,4,0,0,1,1
2459,2,1.2524284086434012,1,1,4,1948,2,5,2800,80,1,2,0,0,1,1
2460,-50,0.5408545025487828,3,2,-10,1960,2,-9,-50,140,95,-50,,,0,0
2461,42,0.5011444524580629,1,2,1,1981,1,3,1800,160,17,42,1,1,1,1
2462,4,1.2524284086434012,1,1,4,1998,1,3,1625,30,7,4,0,0,1,1
2463,6,0.5445972257083529,1,2,1,1975,1,2,938,140,15,6,0,0,1,1
2464,-9,1.2524284086434012,1,1,4,1947,2,3,700,90,2,-9,,,0,0
2465,42,1.2038247711023997,1,1,4,1983,1,5,2200,60,8,42,1,1,1,1
2466,-42,1.2075648348440184,1,1,-32,1940,2,1,-7,30,-42,-42,,,0,0
2467,-7,1.2075648348440184,1,1,4,2004,2,5,-9,70,9,-7,,,0,0
2468,-9,0.5445972257083529,1,2,1,1934,2,3,1313,160,17,-9,,,0,0
2469,6,0.5011444524580629,1,2,1,1986,2,5,3900,160,17,6,0,0,1,1
2470,-8,1.2075648348440184,1,1,4,1990,2,5,3300,60,6,-8,,,0,0
2471,-8,0.5408545025487828,1,2,1,1964,1,3,1875,150,16,-8,,,0,0
2472,4,1.2038247711023997,1,1,2,1973,2,5,2875,80,13,4,0,0,1,1
2473,-8,1.2524284086434012,1,1,4,1963,2,2,1300,30,7,-8,,,0,0
2474,1,1.2524284086434012,1,1,4,1956,1,3,1900,90,2,1,0,0,1,1
2475,4,1.2075648348440184,1,1,4,1962,2,5,2300,50,8,4,0,0,1,1
2476,91,0.5011444524580629,1,2,1,1936,1,2,1875,120,12,91,0,,1,0
2477,1,1.2075648348440184,1,1,4,1973,2,3,2000,90,2,1,0,0,1,1
2478,-8,0.5445972257083529,1,2,1,1985,2,3,2125,150,16,-8,,,0,0
2479,2,1.2524284086434012,1,1,-10,1959,2,5,2625,60,95,2,0,0,1,1
2480,-8,1.2038247711023997,1,1,4,1955,1,2,1875,50,8,-8,,,0,0
2481,2,1.2075648348440184,1,1,-10,1952,2,3,800,90,95,2,0,0,1,1
2482,1,1.2038247711023997,1,1,4,1969,2,5,1063,80,1,1,0,0,1,1
2483,-7,0.5408545025487828,1,2,1,1976,1,3,1875,130,14,-7,,,0,0
2484,-8,0.5011444524580629,1,2,1,1981,2,3,2400,120,15,-8,,,0,0
2485,2,1.2524284086434012,1,1,4,2003,2,5,-32,90,2,2,0,0,1,1
2486,2,0.5445972257083529,1,2,1,1965,2,3,1438,140,15,2,0,0,1,1
2487,1,0.5011444524580629,1,2,1,1970,2,3,1600,140,15,1,0,0,1,1
2488,91,0.5445972257083529,1,2,1,1952,2,4,-7,140,15,91,0,,1,0
2489,-8,0.5445972257083529,1,2,1,1953,2,3,1438,120,12,-8,,,0,0
2490,1,1.2075648348440184,1,1,4,1960,2,4,1500,50,8,1,0,0,1,1
2491,4,1.2038247711023997,1,1,4,1986,2,2,1188,90,2,4,0,0,1,1
2492,-50,1.2524284086434012,3,1,-10,1992,1,3,1700,60,95,-50,,,0,0
2493,4,1.2075648348440184,1,1,2,1992,2,5,2300,111,13,4,0,0,1,1
2494,4,0.5011444524580629,1,2,1,1959,2,3,1600,140,15,4,0,0,1,1
2495,-7,1.2038247711023997,1,1,4,1968,1,3,2375,90,2,-7,,,0,0
2496,4,1.2038247711023997,1,1,4,1979,2,5,938,111,4,4,0,0,1,1
2497,1,0.5408545025487828,1,2,1,1957,2,4,2200,160,17,1,0,0,1,1
2498,1,0.5445972257083529,1,2,1,1955,2,3,1625,140,15,1,0,0,1,1
2499,-8,1.2038247711023997,1,1,4,1987,2,3,1313,80,1,-8,,,0,0
2500,-8,0.5445972257083529,1,2,1,1959,1,3,2000,120,12,-8,,,0,0
2501,1,1.2075648348440184,1,1,4,1965,2,5,3000,70,9,1,0,0,1,1
2502,91,1.2524284086434012,2,1,-10,1965,1,2,1000,30,95,91,0,,1,0
2503,91,1.2038247711023997,1,1,4,1955,2,3,563,80,1,91,0,,1,0
2504,-8,0.5408545025487828,1,2,1,1976,1,3,2300,150,16,-8,,,0,0
2505,2,1.2075648348440184,1,1,4,1968,2,2,1100,20,5,2,0,0,1,1
2506,91,1.2524284086434012,1,1,4,1963,1,5,9000,90,2,91,0,,1,0
2507,42,1.2524284086434012,1,1,-10,1980,2,1,400,50,95,42,1,1,1,1
2508,-50,0.5011444524580629,3,2,-10,1997,1,4,-50,112,95,-50,,,0,0
2509,90,1.2524284086434012,1,1,4,1986,2,5,4000,50,8,90,0,0,1,1
2510,4,1.2038247711023997,1,1,4,1949,1,2,-7,60,6,4,0,0,1,1
2511,6,1.2075648348440184,1,1,4,1997,2,5,1460,80,1,6,0,0,1,1
2512,3,1.2038247711023997,1,1,4,1992,1,5,2125,90,2,3,0,0,1,1
2513,1,1.2038247711023997,1,1,4,1945,1,2,3250,50,8,1,0,0,1,1
2514,4,0.5408545025487828,1,2,-10,1985,2,5,3250,160,18,4,0,0,1,1
2515,42,1.2038247711023997,1,1,4,1970,1,3,1188,30,7,42,1,1,1,1
2516,2,1.2524284086434012,1,1,4,1964,2,3,1150,50,8,2,0,0,1,1
2517,-9,1.2524284086434012,3,1,-10,1997,1,2,1200,50,95,-9,,,0,0
2518,42,0.5011444524580629,1,2,1,1974,1,3,1700,160,17,42,1,1,1,1
2519,1,1.2524284086434012,1,1,4,1956,1,3,3000,90,2,1,0,0,1,1
2520,-8,1.2075648348440184,1,1,4,1964,2,4,-9,50,8,-8,,,0,0
2521,2,0.5445972257083529,1,2,1,1976,2,3,2050,160,17,2,0,0,1,1
2522,2,1.2075648348440184,1,1,4,1948,1,2,2100,90,2,2,0,0,1,1
2523,4,1.2075648348440184,1,1,4,1946,2,5,2875,50,2,4,0,0,1,1
2524,91,0.5011444524580629,1,2,1,1958,1,5,1100,140,15,91,0,,1,0
2525,4,1.2038247711023997,1,1,4,1988,2,5,3250,80,1,4,0,0,1,1
2526,3,1.2524284086434012,1,1,4,2003,1,7,-50,80,1,3,0,0,1,1
2527,2,1.2524284086434012,1,1,4,1975,1,3,3000,30,7,2,0,0,1,1
2528,6,0.5408545025487828,2,2,3,1994,2,5,900,120,8,6,0,0,1,1
2529,42,0.5011444524580629,1,2,1,1950,2,3,1040,150,16,42,1,1,1,1
2530,4,0.5011444524580629,1,2,3,1966,1,5,2600,112,8,4,0,0,1,1
2531,1,0.5011444524580629,1,2,1,1970,1,5,-9,150,16,1,0,0,1,1
2532,3,1.2075648348440184,1,1,4,1984,1,5,8750,90,2,3,0,0,1,1
2533,91,1.2075648348440184,1,1,4,1992,1,3,1875,30,7,91,0,,1,0
2534,1,1.2524284086434012,1,1,4,1936,2,4,1500,50,2,1,0,0,1,1
2535,4,1.2038247711023997,1,1,4,1949,2,4,563,60,6,4,0,0,1,1
2536,1,0.5445972257083529,1,2,3,1957,1,4,6750,130,9,1,0,0,1,1
2537,-8,1.2075648348440184,1,1,4,1969,2,3,-9,80,1,-8,,,0,0
2538,3,1.2075648348440184,1,1,4,1943,1,5,3750,30,7,3,0,0,1,1
2539,4,1.2038247711023997,1,1,4,1986,2,5,1625,10,11,4,0,0,1,1
2540,42,1.2038247711023997,1,1,4,1972,1,3,1188,50,8,42,1,1,1,1
2541,2,0.5011444524580629,1,2,1,1945,1,5,2500,120,12,2,0,0,1,1
2542,2,1.2075648348440184,1,1,4,2004,2,4,-50,80,1,2,0,0,1,1
2543,3,1.2038247711023997,3,1,-10,1985,1,5,800,30,95,3,0,0,1,1
2544,42,1.2038247711023997,1,1,4,2002,1,3,2125,10,11,42,1,1,1,1
2545,4,1.2524284086434012,1,1,4,1990,2,5,3300,50,8,4,0,0,1,1
2546,2,0.5445972257083529,3,2,-10,1955,2,5,1625,112,95,2,0,0,1,1
2547,1,1.2038247711023997,1,1,4,1961,1,2,2375,90,2,1,0,0,1,1
2548,4,1.2524284086434012,1,1,4,1959,1,5,4200,111,1,4,0,0,1,1
2549,3,0.5408545025487828,1,2,1,1952,2,5,2300,130,14,3,0,0,1,1
2550,3,1.2075648348440184,1,1,4,1967,1,5,3600,60,6,3,0,0,1,1
2551,3,1.2524284086434012,1,1,4,1970,1,3,2600,10,11,3,0,0,1,1
2552,-7,0.5408545025487828,1,2,1,1973,2,3,1875,160,17,-7,,,0,0
2553,1,1.2524284086434012,1,1,4,1965,1,5,4700,90,2,1,0,0,1,1
2554,91,1.2075648348440184,3,1,-10,1981,2,3,3000,90,95,91,0,,1,0
2555,91,1.2038247711023997,3,1,-10,1973,1,-33,-50,90,95,91,0,,1,0
2556,1,1.2038247711023997,1,1,4,1971,2,4,1625,50,8,1,0,0,1,1
2557,42,1.2075648348440184,1,1,4,1995,1,1,3200,80,1,42,1,1,1,1
2558,1,1.2524284086434012,1,1,4,1996,1,5,2000,50,8,1,0,0,1,1
2559,2,1.2524284086434012,1,1,4,2002,1,3,875,30,7,2,0,0,1,1
2560,42,0.5408545025487828,1,2,1,1982,1,4,3200,150,16,42,1,1,1,1
2561,90,0.5011444524580629,1,2,1,1976,2,3,1438,130,14,90,0,0,1,1
2562,-8,1.2075648348440184,3,1,4,1993,1,3,1600,50,8,-8,,,0,0
2563,-9,0.5445972257083529,1,2,1,1959,2,4,450,150,16,-9,,,0,0
2564,4,1.2038247711023997,1,1,4,1973,2,3,1625,50,8,4,0,0,1,1
2565,-7,1.2524284086434012,1,1,4,1962,1,4,5500,50,8,-7,,,0,0
2566,2,0.5445972257083529,1,2,1,1957,2,5,1438,160,15,2,0,0,1,1
2567,-42,1.2038247711023997,1,1,4,1944,2,5,4250,70,9,-42,,,0,0
2568,6,1.2038247711023997,1,1,4,1992,2,5,1300,50,8,6,0,0,1,1
2569,2,1.2524284086434012,1,1,4,1968,2,5,2800,50,8,2,0,0,1,1
2570,4,1.2075648348440184,1,1,2,1969,2,5,4500,90,17,4,0,0,1,1
2571,1,1.2075648348440184,1,1,4,1968,1,4,1950,30,11,1,0,0,1,1
2572,4,1.2038247711023997,1,1,4,1992,1,5,3200,50,8,4,0,0,1,1
2573,4,1.2075648348440184,1,1,4,1987,2,5,2180,50,7,4,0,0,1,1
2574,3,1.2075648348440184,1,1,4,1987,2,5,938,30,1,3,0,0,1,1
2575,-8,1.2524284086434012,1,1,4,1998,2,3,700,70,9,-8,,,0,0
2576,2,0.5445972257083529,1,2,1,1939,2,2,-7,120,15,2,0,0,1,1
2577,-8,0.5408545025487828,1,2,1,1994,1,3,-7,140,15,-8,,,0,0
2578,-50,1.2524284086434012,3,1,-10,1987,2,4,750,80,95,-50,,,0,0
2579,-50,1.2524284086434012,3,1,-10,1994,1,5,2375,50,95,-50,,,0,0
2580,-7,1.2038247711023997,1,1,4,1962,2,1,938,30,11,-7,,,0,0
2581,1,0.5011444524580629,1,2,1,1970,2,3,-50,130,12,1,0,0,1,1
2582,-8,1.2524284086434012,1,1,4,1942,2,2,-50,30,7,-8,,,0,0
2583,-7,1.2075648348440184,1,1,4,1973,2,5,2125,80,1,-7,,,0,0
2584,-8,1.2038247711023997,2,1,4,1995,2,5,-7,90,2,-8,,,0,0
2585,4,1.2075648348440184,1,1,4,1960,2,2,-9,50,8,4,0,0,1,1
2586,1,0.5011444524580629,1,2,1,1952,1,2,900,150,16,1,0,0,1,1
2587,1,1.2038247711023997,1,1,4,1941,2,2,350,50,8,1,0,0,1,1
2588,42,0.5408545025487828,3,2,-10,1975,1,3,1063,140,95,42,1,1,1,1
2589,1,1.2038247711023997,1,1,4,1950,2,2,688,90,2,1,0,0,1,1
2590,4,1.2075648348440184,1,1,4,2001,2,5,900,50,8,4,0,0,1,1
2591,2,0.5408545025487828,1,2,1,1991,1,3,2000,130,14,2,0,0,1,1
2592,2,1.2524284086434012,2,1,-10,1969,2,5,625,30,95,2,0,0,1,1
2593,90,0.5445972257083529,1,2,1,1953,1,5,1438,120,12,90,0,0,1,1
2594,1,1.2038247711023997,1,1,4,1965,2,3,2125,90,2,1,0,0,1,1
2595,1,1.2038247711023997,1,1,4,1972,1,3,3250,80,1,1,0,0,1,1
2596,-8,1.2038247711023997,1,1,4,2002,2,4,-50,50,8,-8,,,0,0
2597,42,0.5445972257083529,1,2,1,1934,1,4,2125,160,17,42,1,1,1,1
2598,91,0.5445972257083529,1,2,1,1954,2,5,150,150,16,91,0,,1,0
2599,-9,1.2524284086434012,1,1,4,1978,2,3,1700,30,7,-9,,,0,0
2600,-8,1.2038247711023997,1,1,4,1957,2,2,688,30,7,-8,,,0,0
2601,2,1.2038247711023997,1,1,4,1939,2,2,1438,90,4,2,0,0,1,1
2602,4,1.2524284086434012,1,1,4,1951,1,2,1500,80,1,4,0,0,1,1
2603,4,1.2038247711023997,1,1,4,1992,1,5,2500,50,8,4,0,0,1,1
2604,1,1.2038247711023997,1,1,4,1939,2,2,1625,90,2,1,0,0,1,1
2605,-8,1.2038247711023997,1,1,4,1991,1,2,2875,10,11,-8,,,0,0
2606,-8,0.5011444524580629,1,2,1,1995,2,5,1400,140,15,-8,,,0,0
2607,2,1.2038247711023997,1,1,4,1948,1,3,2125,30,7,2,0,0,1,1
2608,1,1.2075648348440184,1,1,4,1949,2,2,-7,80,1,1,0,0,1,1
2609,3,1.2038247711023997,1,1,4,1934,2,2,-9,90,2,3,0,0,1,1
2610,2,1.2524284086434012,1,1,4,1956,1,5,5500,80,6,2,0,0,1,1
2611,2,0.5445972257083529,1,2,1,1939,2,1,-50,130,14,2,0,0,1,1
2612,2,0.5408545025487828,1,2,1,1938,2,2,1063,120,15,2,0,0,1,1
2613,3,1.2038247711023997,1,1,4,1969,2,3,1438,80,1,3,0,0,1,1
2614,2,1.2075648348440184,1,1,4,1947,1,1,-9,90,2,2,0,0,1,1
2615,90,1.2524284086434012,1,1,4,1979,1,5,2900,80,1,90,0,0,1,1
2616,-8,1.2524284086434012,1,1,2,1985,1,3,2300,30,16,-8,,,0,0
2617,-8,1.2524284086434012,1,1,2,1969,2,3,75,50,15,-8,,,0,0
2618,-9,1.2524284086434012,1,1,4,2004,2,5,-50,80,1,-9,,,0,0
2619,3,1.2524284086434012,1,1,4,1968,1,5,4500,50,11,3,0,0,1,1
2620,1,1.2075648348440184,2,1,4,1991,2,3,2300,50,8,1,0,0,1,1
2621,90,0.5011444524580629,2,2,3,1996,1,3,1800,140,8,90,0,0,1,1
2622,2,1.2524284086434012,1,1,-10,1993,2,5,1700,40,18,2,0,0,1,1
2623,-50,0.5011444524580629,3,2,-10,1991,2,4,-9,130,95,-50,,,0,0
2624,-8,0.5445972257083529,1,2,1,1950,2,3,1625,150,16,-8,,,0,0
2625,4,0.5011444524580629,1,2,1,1953,2,3,1875,160,17,4,0,0,1,1
2626,2,1.2075648348440184,1,1,4,1993,2,5,2960,20,7,2,0,0,1,1
2627,1,0.5408545025487828,1,2,1,1965,2,3,3250,130,14,1,0,0,1,1
2628,-8,1.2524284086434012,1,1,4,2004,2,5,520,50,8,-8,,,0,0
2629,-8,1.2038247711023997,1,1,4,1956,2,2,688,70,8,-8,,,0,0
2630,3,1.2524284086434012,1,1,4,2000,2,5,1400,111,4,3,0,0,1,1
2631,4,0.5408545025487828,1,2,1,1985,2,5,1580,140,15,4,0,0,1,1
2632,1,1.2524284086434012,1,1,4,1961,2,5,840,70,9,1,0,0,1,1
2633,4,0.5011444524580629,1,2,3,1960,2,5,-9,120,8,4,0,0,1,1
2634,-50,1.2524284086434012,3,1,-10,1943,1,5,1600,30,95,-50,,,0,0
2635,-8,1.2075648348440184,1,1,4,1990,2,5,450,50,8,-8,,,0,0
2636,1,1.2075648348440184,1,1,4,1976,2,3,750,80,1,1,0,0,1,1
2637,1,1.2075648348440184,1,1,4,1938,2,2,1875,50,6,1,0,0,1,1
2638,90,1.2524284086434012,1,1,4,1992,2,5,1500,80,1,90,0,0,1,1
2639,1,1.2524284086434012,1,1,4,1964,2,3,-50,80,1,1,0,0,1,1
2640,2,1.2038247711023997,1,1,4,1952,2,5,2625,50,8,2,0,0,1,1
2641,6,1.2075648348440184,1,1,4,1991,2,5,2900,111,7,6,0,0,1,1
2642,1,0.5445972257083529,1,2,1,1944,1,2,1625,140,17,1,0,0,1,1
2643,42,1.2075648348440184,1,1,-10,2001,1,5,-50,90,95,42,1,1,1,1
2644,91,1.2038247711023997,1,1,4,1957,2,2,813,50,8,91,0,,1,0
2645,4,1.2524284086434012,1,1,4,1948,2,3,1200,60,6,4,0,0,1,1
2646,1,0.5445972257083529,1,2,1,1971,1,3,2700,160,17,1,0,0,1,1
2647,3,1.2038247711023997,1,1,4,1985,1,5,4750,60,6,3,0,0,1,1
2648,-8,1.2075648348440184,1,1,4,1998,2,4,880,80,1,-8,,,0,0
2649,91,0.5011444524580629,1,2,1,1958,1,3,1400,112,13,91,0,,1,0
2650,2,0.5011444524580629,1,2,3,1995,1,5,1300,112,6,2,0,0,1,1
2651,2,1.2524284086434012,1,1,4,1969,2,2,-50,50,8,2,0,0,1,1
2652,1,1.2524284086434012,1,1,4,1954,1,2,1188,60,6,1,0,0,1,1
2653,-50,1.2075648348440184,3,1,-10,1957,2,-33,-9,80,95,-50,,,0,0
2654,2,1.2524284086434012,2,1,4,1970,2,2,1600,10,11,2,0,0,1,1
2655,3,1.2038247711023997,1,1,4,1954,2,3,2375,50,8,3,0,0,1,1
2656,3,1.2524284086434012,3,1,4,2001,2,3,-50,111,4,3,0,0,1,1
2657,2,1.2038247711023997,1,1,4,1953,2,5,1438,50,8,2,0,0,1,1
2658,4,1.2075648348440184,1,1,4,1970,1,5,20000,70,9,4,0,0,1,1
2659,42,0.5445972257083529,1,2,1,1982,1,3,1625,150,16,42,1,1,1,1
2660,-9,1.2524284086434012,1,1,4,1963,1,3,2800,30,7,-9,,,0,0
2661,3,0.5408545025487828,1,2,1,1958,1,5,4750,140,15,3,0,0,1,1
2662,-8,1.2524284086434012,1,1,4,1977,2,2,2300,90,2,-8,,,0,0
2663,6,0.5445972257083529,1,2,1,1953,1,3,938,120,12,6,0,0,1,1
2664,2,1.2038247711023997,1,1,4,1956,2,5,688,80,8,2,0,0,1,1
2665,-8,1.2075648348440184,1,1,2,1971,1,3,1700,30,17,-8,,,0,0
2666,-7,0.5408545025487828,1,2,1,1945,1,3,1300,130,16,-7,,,0,0
2667,2,0.5445972257083529,1,2,1,1990,1,3,563,160,17,2,0,0,1,1
2668,-50,1.2038247711023997,3,1,-10,1981,1,4,-50,50,95,-50,,,0,0
2669,91,1.2524284086434012,1,1,4,1943,1,2,1900,50,8,91,0,,1,0
2670,3,0.5445972257083529,1,2,1,1979,2,5,2625,120,15,3,0,0,1,1
2671,2,1.2524284086434012,1,1,4,1940,1,2,2400,30,7,2,0,0,1,1
2672,4,0.5408545025487828,1,2,1,1989,2,5,2100,150,16,4,0,0,1,1
2673,1,1.2075648348440184,1,1,4,1944,2,2,800,80,1,1,0,0,1,1
2674,1,0.5445972257083529,1,2,1,1984,2,4,2625,130,14,1,0,0,1,1
2675,-8,1.2524284086434012,1,1,4,1944,2,3,2375,30,7,-8,,,0,0
2676,-7,0.5445972257083529,1,2,1,2004,2,5,485,112,13,-7,,,0,0
2677,-50,1.2524284086434012,3,1,4,1974,2,2,-50,70,9,-50,,,0,0
2678,4,1.2524284086434012,1,1,4,1958,2,5,1700,50,8,4,0,0,1,1
2679,42,1.2524284086434012,1,1,2,1980,1,5,4500,80,16,42,1,1,1,1
2680,1,1.2038247711023997,1,1,4,1954,1,3,2375,30,7,1,0,0,1,1
2681,1,1.2524284086434012,1,1,4,1960,2,3,-50,90,2,1,0,0,1,1
2682,2,1.2075648348440184,1,1,4,1942,2,2,938,10,11,2,0,0,1,1
2683,1,1.2075648348440184,1,1,2,1979,1,4,1000,60,17,1,0,0,1,1
2684,-7,1.2524284086434012,1,1,4,1976,2,-9,-9,90,2,-7,,,0,0
2685,1,1.2524284086434012,1,1,4,1976,1,4,3300,60,6,1,0,0,1,1
2686,4,1.2524284086434012,1,1,4,1967,2,3,1188,10,11,4,0,0,1,1
2687,42,1.2038247711023997,1,1,4,1965,1,2,2375,50,8,42,1,1,1,1
2688,3,1.2075648348440184,1,1,4,1990,1,4,4000,50,8,3,0,0,1,1
2689,4,1.2524284086434012,1,1,4,1958,2,5,4250,60,1,4,0,0,1,1
2690,4,1.2524284086434012,1,1,4,1959,2,3,1188,90,2,4,0,0,1,1
2691,6,0.5408545025487828,1,2,1,2002,1,4,1800,120,12,6,0,0,1,1
2692,2,1.2038247711023997,2,1,-10,1955,1,6,1063,50,95,2,0,0,1,1
2693,-8,0.5011444524580629,1,2,1,1950,2,3,1625,150,16,-8,,,0,0
2694,1,1.2524284086434012,1,1,4,1951,1,4,2625,70,8,1,0,0,1,1
2695,3,0.5011444524580629,1,2,1,1983,1,5,3600,140,15,3,0,0,1,1
2696,42,1.2038247711023997,1,1,4,1968,2,3,450,90,2,42,1,1,1,1
2697,2,0.5445972257083529,1,2,1,1964,2,2,1875,140,15,2,0,0,1,1
2698,6,0.5408545025487828,1,2,1,1999,2,5,500,112,13,6,0,0,1,1
2699,-8,0.5011444524580629,1,2,1,1982,2,4,1290,140,15,-8,,,0,0
2700,42,0.5408545025487828,1,2,1,1977,1,3,2125,120,12,42,1,1,1,1
2701,42,1.2038247711023997,1,1,4,1996,2,6,-7,90,2,42,1,1,1,1
2702,4,1.2038247711023997,1,1,4,2003,2,5,450,60,6,4,0,0,1,1
2703,-8,0.5011444524580629,1,2,1,1956,2,3,1500,120,17,-8,,,0,0
2704,42,0.5408545025487828,1,2,1,2002,1,3,2375,160,17,42,1,1,1,1
2705,42,0.5011444524580629,1,2,1,1990,1,3,1880,140,15,42,1,1,1,1
2706,4,1.2524284086434012,1,1,4,1991,2,3,950,10,11,4,0,0,1,1
2707,2,0.5011444524580629,1,2,1,1976,2,5,1000,140,15,2,0,0,1,1
2708,2,1.2524284086434012,1,1,4,1981,2,4,1875,30,7,2,0,0,1,1
2709,-8,1.2038247711023997,1,1,4,1992,1,5,3750,60,6,-8,,,0,0
2710,4,1.2524284086434012,1,1,4,1969,1,4,2000,50,8,4,0,0,1,1
2711,1,1.2524284086434012,1,1,4,1957,2,5,-9,20,1,1,0,0,1,1
2712,-50,0.5011444524580629,3,2,-10,1994,2,5,2317,130,95,-50,,,0,0
2713,6,0.5011444524580629,1,2,1,1979,1,5,3000,120,12,6,0,0,1,1
2714,-9,0.5011444524580629,1,2,1,1951,1,3,850,120,17,-9,,,0,0
2715,4,1.2038247711023997,1,1,4,1985,1,4,2300,10,11,4,0,0,1,1
2716,4,0.5445972257083529,1,2,1,1978,1,5,4500,130,14,4,0,0,1,1
2717,1,1.2038247711023997,1,1,4,1957,2,2,-7,90,2,1,0,0,1,1
2718,2,1.2075648348440184,1,1,-10,1962,1,2,2300,50,18,2,0,0,1,1
2719,2,0.5011444524580629,1,2,1,1959,2,5,1600,150,16,2,0,0,1,1
2720,1,0.5445972257083529,1,2,1,1956,2,3,688,120,13,1,0,0,1,1
2721,42,0.5408545025487828,1,2,1,1964,2,3,250,160,17,42,1,1,1,1
2722,-8,1.2075648348440184,1,1,4,2004,1,7,-50,80,1,-8,,,0,0
2723,-8,1.2075648348440184,1,1,4,1953,1,4,2125,50,8,-8,,,0,0
2724,1,1.2524284086434012,1,1,4,1999,1,3,2100,80,1,1,0,0,1,1
2725,42,0.5011444524580629,1,2,1,1965,1,2,1500,150,16,42,1,1,1,1
2726,-8,1.2075648348440184,1,1,4,1979,2,5,2125,50,8,-8,,,0,0
2727,42,1.2038247711023997,1,1,4,1954,1,5,2500,90,2,42,1,1,1,1
2728,6,1.2075648348440184,1,1,4,1993,2,5,2382,90,1,6,0,0,1,1
2729,2,0.5011444524580629,1,2,1,1924,2,2,2000,120,13,2,0,0,1,1
2730,1,1.2524284086434012,1,1,4,1965,2,2,688,30,7,1,0,0,1,1
2731,-8,1.2038247711023997,1,1,4,1986,2,5,2375,90,6,-8,,,0,0
2732,3,1.2524284086434012,1,1,4,1952,1,5,10000,50,8,3,0,0,1,1
2733,-8,0.5011444524580629,1,2,1,1961,2,3,1750,120,15,-8,,,0,0
2734,-8,1.2038247711023997,1,1,4,1981,2,3,1625,50,8,-8,,,0,0
