respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample
1738,1,1.2075648348440184,1,1,4,1987,1,4,3000,20,5,1,0,0,1,1
1739,1,1.2038247711023997,1,1,4,1941,2,1,250,90,2,1,0,0,1,1
1740,90,1.2524284086434012,1,1,4,1963,1,4,1300,70,8,90,0,0,1,1
1741,3,1.2038247711023997,1,1,2,1961,1,3,2000,30,17,3,0,0,1,1
1742,42,0.5408545025487828,1,2,1,1954,1,3,1188,140,12,42,1,1,1,1
1743,1,1.2524284086434012,1,1,4,1978,1,3,2500,10,11,1,0,0,1,1
1744,-8,1.2038247711023997,3,1,-10,1985,2,4,-50,50,95,-8,,,0,0
1745,-7,1.2075648348440184,1,1,4,1980,2,3,688,10,7,-7,,,0,0
1746,-50,1.2524284086434012,3,1,-10,1978,2,3,1150,90,95,-50,,,0,0
1747,42,0.5445972257083529,1,2,1,1963,2,2,-7,140,15,42,1,1,1,1
1748,-7,0.5445972257083529,1,2,1,1955,2,5,2125,120,12,-7,,,0,0
1749,1,1.2075648348440184,3,1,-10,1981,2,5,1600,50,95,1,0,0,1,1
1750,2,1.2075648348440184,1,1,2,1993,1,5,4000,30,17,2,0,0,1,1
1751,91,0.5011444524580629,1,2,1,1962,1,3,1500,120,12,91,0,,1,0
1752,2,0.5011444524580629,1,2,3,1947,1,4,2500,130,7,2,0,0,1,1
1753,4,0.5408545025487828,1,2,1,1973,1,3,2000,150,16,4,0,0,1,1
1754,4,1.2524284086434012,1,1,4,1965,1,3,2000,60,6,4,0,0,1,1
1755,-7,1.2038247711023997,1,1,4,1947,2,2,1063,20,8,-7,,,0,0
1756,1,0.5011444524580629,1,2,1,1950,2,5,2500,112,13,1,0,0,1,1
1757,2,1.2038247711023997,1,1,4,1951,1,-33,3500,90,2,2,0,0,1,1
1758,3,1.2075648348440184,1,1,4,1952,2,1,1063,90,2,3,0,0,1,1
1759,2,1.2075648348440184,1,1,4,1938,2,2,3250,60,7,2,0,0,1,1
1760,1,1.2075648348440184,1,1,4,1950,1,4,2125,80,1,1,0,0,1,1
1761,2,1.2075648348440184,3,1,-10,1973,1,2,2600,90,95,2,0,0,1,1
1762,-9,1.2075648348440184,1,1,4,1995,1,-9,-9,90,2,-9,,,0,0
1763,-8,1.2524284086434012,1,1,4,1950,2,2,-9,70,9,-8,,,0,0
1764,6,1.2524284086434012,1,1,4,1983,1,3,1750,10,11,6,0,0,1,1
1765,4,1.2038247711023997,1,1,4,2003,1,5,330,60,6,4,0,0,1,1
1766,-7,0.5408545025487828,1,2,1,1959,2,3,-7,120,12,-7,,,0,0
1767,1,1.2075648348440184,1,1,-10,1960,2,3,563,80,95,1,0,0,1,1
1768,1,0.5408545025487828,1,2,3,1970,1,5,6500,120,8,1,0,0,1,1
1769,1,1.2038247711023997,3,1,-10,1978,2,1,450,50,95,1,0,0,1,1
1770,6,0.5011444524580629,1,2,1,1945,1,4,2000,120,14,6,0,0,1,1
1771,1,1.2038247711023997,1,1,2,1978,2,3,1625,80,16,1,0,0,1,1
1772,2,1.2524284086434012,1,1,4,1948,1,5,2300,30,6,2,0,0,1,1
1773,90,1.2075648348440184,1,1,4,1987,2,5,1500,30,7,90,0,0,1,1
1774,1,0.5408545025487828,1,2,1,1982,1,5,2200,112,12,1,0,0,1,1
1775,2,1.2038247711023997,1,1,4,1952,2,3,450,50,8,2,0,0,1,1
1776,3,1.2524284086434012,1,1,4,1959,1,3,1600,111,4,3,0,0,1,1
1777,4,1.2038247711023997,1,1,4,1939,2,5,2625,90,8,4,0,0,1,1
1778,91,1.2524284086434012,1,1,4,1955,1,2,2000,60,6,91,0,,1,0
1779,42,0.5408545025487828,1,2,1,1951,1,4,2000,112,13,42,1,1,1,1
1780,4,1.2075648348440184,1,1,4,1977,2,5,800,50,8,4,0,0,1,1
1781,-8,0.5408545025487828,1,2,1,1966,1,3,1438,140,15,-8,,,0,0
1782,-9,0.5011444524580629,1,2,1,1958,2,3,1500,160,15,-9,,,0,0
1783,-7,0.5445972257083529,1,2,1,1951,2,5,1625,140,15,-7,,,0,0
1784,42,1.2038247711023997,1,1,4,1983,2,3,2125,70,9,42,1,1,1,1
1785,1,1.2524284086434012,1,1,4,1970,1,3,1200,50,8,1,0,0,1,1
1786,1,1.2038247711023997,1,1,4,1965,2,3,2375,80,1,1,0,0,1,1
1787,42,0.5445972257083529,1,2,1,1968,2,3,1625,120,12,42,1,1,1,1
1788,-9,0.5408545025487828,2,2,-10,1964,2,4,-50,160,95,-9,,,0,0
1789,4,0.5408545025487828,1,2,1,1986,2,4,5500,140,15,4,0,0,1,1
1790,42,0.5408545025487828,1,2,1,1939,1,3,1625,140,15,42,1,1,1,1
1791,2,0.5011444524580629,1,2,1,1952,2,3,1800,120,12,2,0,0,1,1
1792,2,1.2038247711023997,1,1,4,1950,1,5,4750,60,6,2,0,0,1,1
1793,-9,1.2524284086434012,1,1,4,1989,2,4,1300,30,7,-9,,,0,0
1794,4,0.5408545025487828,1,2,1,1975,1,5,5000,120,15,4,0,0,1,1
1795,-7,0.5408545025487828,1,2,1,1992,1,5,1875,130,14,-7,,,0,0
1796,-8,1.2524284086434012,1,1,4,1985,2,4,1875,90,2,-8,,,0,0
1797,6,0.5408545025487828,1,2,1,1970,1,2,1300,160,12,6,0,0,1,1
1798,1,1.2038247711023997,1,1,4,1965,2,5,11250,90,2,1,0,0,1,1
1799,4,1.2075648348440184,1,1,4,1977,2,5,1100,60,6,4,0,0,1,1
1800,2,0.5445972257083529,1,2,1,1996,2,4,1875,130,12,2,0,0,1,1
1801,4,1.2038247711023997,1,1,4,1981,1,4,2125,30,7,4,0,0,1,1
1802,4,1.2038247711023997,2,1,4,1991,2,5,1625,10,11,4,0,0,1,1
1803,1,1.2524284086434012,1,1,4,1945,1,5,5500,70,9,1,0,0,1,1
1804,1,1.2524284086434012,1,1,-10,1976,2,5,1120,60,18,1,0,0,1,1
1805,42,0.5445972257083529,1,2,1,1983,1,2,2625,130,14,42,1,1,1,1
1806,2,1.2524284086434012,1,1,4,1997,2,5,2625,30,7,2,0,0,1,1
1807,-50,1.2524284086434012,3,1,-10,2004,2,5,1500,70,95,-50,,,0,0
1808,4,1.2524284086434012,1,1,4,1951,2,3,700,80,1,4,0,0,1,1
1809,-9,1.2524284086434012,1,1,4,1942,1,2,-9,80,1,-9,,,0,0
1810,4,1.2038247711023997,1,1,4,1984,2,5,2625,60,6,4,0,0,1,1
1811,1,0.5408545025487828,1,2,1,1989,2,5,3250,160,17,1,0,0,1,1
1812,-50,1.2038247711023997,3,1,-10,1969,1,4,5500,50,95,-50,,,0,0
1813,90,0.5445972257083529,1,2,1,1991,1,4,2000,140,15,90,0,0,1,1
1814,3,1.2038247711023997,1,1,-10,1952,2,4,1188,60,95,3,0,0,1,1
1815,4,1.2075648348440184,1,1,4,1984,1,5,3000,50,8,4,0,0,1,1
1816,91,0.5445972257083529,1,2,1,1984,2,3,1875,160,17,91,0,,1,0
1817,4,1.2038247711023997,1,1,4,1964,2,5,2125,60,6,4,0,0,1,1
1818,4,1.2075648348440184,1,1,4,1996,1,5,2200,80,1,4,0,0,1,1
1819,-7,1.2038247711023997,1,1,4,1971,2,3,1063,60,6,-7,,,0,0
1820,42,0.5445972257083529,1,2,1,1950,2,5,1625,140,15,42,1,1,1,1
1821,-7,0.5445972257083529,1,2,1,1990,2,5,1875,160,17,-7,,,0,0
1822,-7,0.5011444524580629,1,2,1,1955,2,3,1800,140,15,-7,,,0,0
1823,4,1.2075648348440184,1,1,4,1987,1,5,4000,80,1,4,0,0,1,1
1824,4,0.5011444524580629,1,2,3,1994,2,5,975,120,5,4,0,0,1,1
1825,-7,1.2075648348440184,1,1,4,2000,1,5,1700,60,6,-7,,,0,0
1826,-7,0.5445972257083529,1,2,1,1970,2,-9,1625,150,16,-7,,,0,0
1827,-7,0.5445972257083529,1,2,1,1984,1,5,2400,120,12,-7,,,0,0
1828,3,1.2524284086434012,1,1,4,1993,1,2,1500,90,2,3,0,0,1,1
1829,-42,0.5408545025487828,1,2,1,1967,2,3,1875,150,16,-42,,,0,0
1830,42,1.2075648348440184,1,1,4,1970,1,5,4250,100,10,42,1,1,1,1
1831,90,1.2524284086434012,1,1,-10,1960,1,3,3500,30,95,90,0,0,1,1
1832,-8,1.2524284086434012,1,1,-10,1955,2,3,825,50,95,-8,,,0,0
1833,1,1.2524284086434012,1,1,4,1956,1,3,2150,50,8,1,0,0,1,1
1834,1,1.2075648348440184,1,1,4,1960,2,3,670,60,6,1,0,0,1,1
1835,1,0.5011444524580629,1,2,1,1955,2,3,1570,130,14,1,0,0,1,1
1836,4,1.2524284086434012,1,1,4,1962,2,5,3750,70,1,4,0,0,1,1
1837,4,1.2075648348440184,1,1,4,2003,2,5,520,90,2,4,0,0,1,1
1838,2,1.2524284086434012,3,1,4,1984,2,3,1600,80,1,2,0,0,1,1
1839,1,1.2524284086434012,1,1,4,1992,1,4,1063,90,2,1,0,0,1,1
1840,1,1.2038247711023997,1,1,4,1947,1,2,-7,10,11,1,0,0,1,1
1841,2,1.2524284086434012,1,1,4,1934,1,5,3900,10,1,2,0,0,1,1
1842,90,1.2524284086434012,1,1,4,2002,2,5,200,50,8,90,0,0,1,1
1843,-50,1.2524284086434012,3,1,-10,1981,1,5,4000,111,95,-50,,,0,0
1844,2,0.5011444524580629,1,2,-10,1930,1,1,-50,140,95,2,0,0,1,1
1845,-8,0.5445972257083529,1,2,1,1981,2,3,1063,150,16,-8,,,0,0
1846,2,1.2038247711023997,3,1,-10,1975,2,4,850,90,95,2,0,0,1,1
1847,-7,1.2038247711023997,1,1,4,1948,1,2,1438,50,8,-7,,,0,0
1848,90,1.2524284086434012,1,1,4,1965,2,3,2500,80,1,90,0,0,1,1
1849,1,0.5445972257083529,1,2,1,1954,1,3,2625,130,17,1,0,0,1,1
1850,4,0.5011444524580629,1,2,1,1958,1,4,1540,140,15,4,0,0,1,1
1851,1,1.2524284086434012,1,1,4,1949,1,2,-9,60,6,1,0,0,1,1
1852,1,1.2038247711023997,1,1,4,1962,1,2,2125,90,2,1,0,0,1,1
1853,1,0.5408545025487828,1,2,1,1958,2,3,1500,120,14,1,0,0,1,1
1854,1,0.5445972257083529,1,2,1,1996,1,5,1625,140,16,1,0,0,1,1
1855,4,1.2075648348440184,1,1,4,1965,1,5,5000,60,6,4,0,0,1,1
1856,4,1.2524284086434012,1,1,4,1998,2,5,1188,50,1,4,0,0,1,1
1857,-8,0.5408545025487828,1,2,3,1966,1,4,-9,112,7,-8,,,0,0
1858,2,1.2038247711023997,1,1,4,1955,1,3,2125,80,1,2,0,0,1,1
1859,1,0.5408545025487828,1,2,3,1971,1,5,6000,120,2,1,0,0,1,1
1860,-7,0.5408545025487828,1,2,1,1955,2,5,1040,120,12,-7,,,0,0
1861,42,0.5445972257083529,1,2,1,1971,1,3,1438,140,15,42,1,1,1,1
1862,3,0.5445972257083529,1,2,1,1959,1,3,1950,150,16,3,0,0,1,1
1863,4,1.2038247711023997,1,1,4,1972,2,3,1625,60,6,4,0,0,1,1
1864,2,1.2038247711023997,1,1,4,1952,2,5,-7,80,1,2,0,0,1,1
1865,91,0.5408545025487828,1,2,1,2003,1,5,1200,130,14,91,0,,1,0
1866,4,1.2038247711023997,1,1,2,1997,2,5,250,80,13,4,0,0,1,1
1867,91,1.2038247711023997,1,1,4,1998,2,3,2125,90,2,91,0,,1,0
1868,91,0.5011444524580629,1,2,1,1992,1,6,-9,150,16,91,0,,1,0
1869,42,1.2524284086434012,1,1,4,1962,1,2,1800,30,7,42,1,1,1,1
1870,3,0.5011444524580629,1,2,1,1956,1,3,2000,140,15,3,0,0,1,1
1871,1,1.2038247711023997,1,1,4,1936,1,3,2875,60,6,1,0,0,1,1
1872,2,1.2524284086434012,1,1,-10,1982,1,5,2300,100,95,2,0,0,1,1
1873,1,0.5445972257083529,1,2,1,1942,1,3,1063,140,15,1,0,0,1,1
1874,4,1.2038247711023997,1,1,4,1991,1,5,2800,70,9,4,0,0,1,1
1875,-8,1.2524284086434012,1,1,4,1993,2,4,2200,10,11,-8,,,0,0
1876,1,0.5011444524580629,1,2,1,1933,1,2,2000,160,17,1,0,0,1,1
1877,-8,0.5445972257083529,1,2,-10,1944,2,3,2125,120,18,-8,,,0,0
1878,42,0.5408545025487828,1,2,1,1969,2,3,1063,130,14,42,1,1,1,1
1879,42,1.2524284086434012,1,1,4,1990,2,3,1000,30,7,42,1,1,1,1
1880,-50,1.2075648348440184,3,1,-10,1988,1,5,2375,90,95,-50,,,0,0
1881,2,1.2524284086434012,1,1,4,1960,2,3,300,80,1,2,0,0,1,1
1882,4,1.2524284086434012,3,1,-10,1993,2,4,998,50,95,4,0,0,1,1
1883,1,1.2038247711023997,1,1,4,1939,2,3,2875,50,8,1,0,0,1,1
1884,-8,1.2524284086434012,1,1,4,2004,1,5,-50,90,2,-8,,,0,0
1885,-50,0.5011444524580629,3,2,-10,1981,1,3,1500,120,95,-50,,,0,0
1886,1,1.2038247711023997,1,1,4,1939,2,-9,3750,30,11,1,0,0,1,1
1887,4,1.2038247711023997,1,1,4,1944,1,5,2000,60,6,4,0,0,1,1
1888,1,1.2038247711023997,1,1,4,1990,2,4,1800,90,1,1,0,0,1,1
1889,91,1.2075648348440184,1,1,4,2004,1,5,-50,50,8,91,0,,1,0
1890,-9,1.2075648348440184,1,1,4,2002,2,3,500,70,9,-9,,,0,0
1891,91,1.2038247711023997,1,1,4,1975,2,2,1313,60,6,91,0,,1,0
1892,2,1.2524284086434012,1,1,4,1997,1,5,2700,80,1,2,0,0,1,1
1893,-8,1.2524284086434012,1,1,4,1971,2,4,2375,90,2,-8,,,0,0
1894,2,0.5011444524580629,1,2,1,1985,1,5,4000,160,17,2,0,0,1,1
1895,-7,0.5011444524580629,1,2,1,1950,1,5,1900,120,13,-7,,,0,0
1896,1,0.5408545025487828,1,2,1,1971,2,3,980,150,16,1,0,0,1,1
1897,-8,1.2075648348440184,2,1,4,1982,2,3,1063,30,7,-8,,,0,0
1898,1,0.5011444524580629,1,2,1,1995,2,4,1650,120,12,1,0,0,1,1
1899,-9,1.2524284086434012,1,1,4,1960,1,2,-9,50,8,-9,,,0,0
1900,3,0.5408545025487828,1,2,1,1983,2,3,2600,160,17,3,0,0,1,1
1901,42,0.5011444524580629,1,2,1,1985,1,3,-9,160,17,42,1,1,1,1
1902,4,0.5408545025487828,1,2,1,1981,2,5,8000,160,17,4,0,0,1,1
1903,6,1.2038247711023997,1,1,4,1983,2,5,1875,50,9,6,0,0,1,1
1904,4,1.2524284086434012,1,1,4,2000,2,5,500,90,2,4,0,0,1,1
1905,2,1.2038247711023997,1,1,4,1945,2,2,1625,70,9,2,0,0,1,1
1906,-50,1.2524284086434012,3,1,-10,1970,1,3,2200,10,95,-50,,,0,0
1907,2,1.2524284086434012,1,1,4,1946,1,5,1750,10,1,2,0,0,1,1
1908,-7,1.2075648348440184,1,1,4,1965,1,5,2300,30,7,-7,,,0,0
1909,-50,1.2075648348440184,3,1,-10,1996,2,3,-50,80,95,-50,,,0,0
1910,-9,1.2075648348440184,1,1,-10,1975,2,5,2500,60,95,-9,,,0,0
1911,-8,0.5408545025487828,1,2,1,2000,1,3,-50,140,15,-8,,,0,0
1912,3,0.5445972257083529,1,2,3,1931,1,-9,4750,140,9,3,0,0,1,1
1913,42,0.5011444524580629,1,2,1,1966,1,3,2000,130,14,42,1,1,1,1
1914,2,0.5408545025487828,1,2,1,1937,2,2,1063,150,16,2,0,0,1,1
1915,-8,1.2524284086434012,1,1,4,1965,2,3,3500,40,3,-8,,,0,0
1916,1,0.5445972257083529,1,2,1,1963,1,5,2625,150,16,1,0,0,1,1
1917,4,1.2038247711023997,1,1,4,1999,2,3,2625,90,2,4,0,0,1,1
1918,-8,1.2524284086434012,1,1,4,1991,1,5,3800,50,8,-8,,,0,0
1919,1,1.2038247711023997,1,1,4,1943,1,2,1063,80,1,1,0,0,1,1
1920,1,1.2524284086434012,1,1,4,1953,1,5,4250,80,8,1,0,0,1,1
1921,-7,1.2038247711023997,1,1,4,1954,2,2,1875,80,1,-7,,,0,0
1922,4,1.2524284086434012,1,1,4,1964,1,4,-9,60,6,4,0,0,1,1
1923,2,0.5408545025487828,1,2,3,1955,2,4,6000,130,6,2,0,0,1,1
1924,4,1.2038247711023997,1,1,4,1996,2,5,2875,100,10,4,0,0,1,1
1925,42,0.5011444524580629,1,2,1,1978,2,2,1500,112,13,42,1,1,1,1
1926,3,1.2038247711023997,1,1,4,1962,2,3,470,60,6,3,0,0,1,1
1927,-9,1.2075648348440184,3,1,-10,1969,1,-9,-9,60,95,-9,,,0,0
1928,-9,0.5445972257083529,1,2,1,1967,2,3,1438,120,12,-9,,,0,0
1929,3,1.2075648348440184,1,1,4,1982,1,3,4600,30,7,3,0,0,1,1
1930,-8,1.2075648348440184,1,1,4,1967,2,3,1625,50,8,-8,,,0,0
1931,6,0.5445972257083529,1,2,1,1960,2,3,2125,112,13,6,0,0,1,1
1932,4,0.5011444524580629,3,2,-10,1988,1,5,4600,112,95,4,0,0,1,1
1933,2,0.5408545025487828,1,2,3,1955,1,5,2200,120,8,2,0,0,1,1
1934,2,0.5408545025487828,1,2,1,1945,2,2,1875,130,14,2,0,0,1,1
1935,1,1.2075648348440184,2,1,4,1996,2,3,1200,90,2,1,0,0,1,1
1936,2,1.2075648348440184,1,1,4,1949,1,3,2100,80,1,2,0,0,1,1
1937,1,1.2524284086434012,1,1,4,1955,1,5,-9,90,7,1,0,0,1,1
1938,-7,1.2038247711023997,1,1,2,1973,2,3,3750,30,15,-7,,,0,0
1939,4,1.2038247711023997,1,1,4,1948,1,3,938,60,6,4,0,0,1,1
1940,4,1.2038247711023997,1,1,4,1961,1,4,3250,10,11,4,0,0,1,1
1941,4,1.2524284086434012,1,1,4,1931,1,5,-9,80,8,4,0,0,1,1
1942,-8,1.2075648348440184,1,1,4,1961,1,5,2125,80,1,-8,,,0,0
1943,-9,0.5408545025487828,1,2,1,1959,1,5,1313,160,17,-9,,,0,0
1944,-50,1.2038247711023997,3,1,-10,1978,1,5,6750,60,95,-50,,,0,0
1945,-8,1.2038247711023997,1,1,4,1961,1,2,1875,90,2,-8,,,0,0
1946,-8,1.2038247711023997,1,1,4,1953,2,2,450,100,10,-8,,,0,0
1947,42,1.2075648348440184,1,1,2,1974,1,3,2125,90,15,42,1,1,1,1
1948,-8,1.2524284086434012,1,1,4,1978,2,5,-9,60,9,-8,,,0,0
1949,-9,0.5408545025487828,1,2,1,1965,2,3,-9,150,16,-9,,,0,0
1950,2,0.5408545025487828,1,2,1,1955,1,3,1063,112,12,2,0,0,1,1
1951,2,0.5011444524580629,1,2,1,1990,1,5,1500,140,16,2,0,0,1,1
1952,6,0.5011444524580629,1,2,3,1999,1,4,2875,112,7,6,0,0,1,1
1953,2,1.2038247711023997,1,1,4,1990,2,3,1600,90,2,2,0,0,1,1
1954,-8,0.5445972257083529,1,2,1,1991,1,2,1625,140,15,-8,,,0,0
1955,4,1.2038247711023997,1,1,4,1968,2,5,450,90,8,4,0,0,1,1
1956,-8,0.5011444524580629,1,2,1,1968,2,3,1188,150,16,-8,,,0,0
1957,-8,0.5445972257083529,1,2,1,1961,2,3,1875,140,15,-8,,,0,0
1958,1,1.2075648348440184,3,1,-10,1964,1,5,-50,111,95,1,0,0,1,1
1959,42,1.2075648348440184,1,1,4,1968,2,3,805,30,7,42,1,1,1,1
1960,2,1.2524284086434012,1,1,4,1952,2,4,3100,111,4,2,0,0,1,1
1961,1,1.2038247711023997,1,1,4,1933,2,3,-9,10,11,1,0,0,1,1
1962,1,1.2038247711023997,1,1,4,1984,1,5,4750,80,1,1,0,0,1,1
1963,-9,1.2038247711023997,1,1,2,1947,1,-9,1875,90,15,-9,,,0,0
1964,42,1.2524284086434012,1,1,2,1978,1,2,2200,80,16,42,1,1,1,1
1965,42,0.5011444524580629,1,2,1,1954,1,3,2300,150,16,42,1,1,1,1
1966,1,1.2038247711023997,1,1,4,1987,2,5,2875,100,10,1,0,0,1,1
1967,4,1.2524284086434012,1,1,4,1964,2,5,3750,60,6,4,0,0,1,1
1968,42,0.5408545025487828,1,2,1,1961,1,3,2375,130,14,42,1,1,1,1
1969,-7,1.2038247711023997,1,1,4,1967,1,2,2375,70,9,-7,,,0,0
1970,3,1.2075648348440184,1,1,4,1957,1,5,15000,10,11,3,0,0,1,1
1971,90,1.2524284086434012,1,1,4,1952,1,2,-9,90,2,90,0,0,1,1
1972,42,0.5011444524580629,1,2,1,1951,2,2,938,140,15,42,1,1,1,1
1973,1,0.5445972257083529,1,2,1,1956,2,3,1625,120,14,1,0,0,1,1
1974,91,1.2038247711023997,3,1,4,1984,1,5,2300,90,6,91,0,,1,0
1975,91,0.5408545025487828,1,2,1,1978,1,4,1875,120,12,91,0,,1,0
1976,-9,0.5011444524580629,1,2,1,1969,2,3,500,120,16,-9,,,0,0
1977,-7,1.2075648348440184,1,1,4,1965,1,4,4000,60,6,-7,,,0,0
1978,91,1.2524284086434012,3,1,-10,1971,1,5,2500,80,95,91,0,,1,0
1979,2,0.5011444524580629,1,2,3,1968,1,5,6750,140,8,2,0,0,1,1
1980,4,1.2075648348440184,1,1,4,1964,2,5,4500,50,8,4,0,0,1,1
1981,2,0.5445972257083529,1,2,1,1967,1,5,3900,130,14,2,0,0,1,1
1982,42,1.2038247711023997,1,1,4,1972,2,3,2375,60,6,42,1,1,1,1
1983,-8,1.2524284086434012,1,1,4,1994,2,3,1875,60,9,-8,,,0,0
1984,-8,0.5445972257083529,1,2,1,1965,2,3,1063,160,17,-8,,,0,0
1985,42,1.2038247711023997,1,1,4,1945,1,2,1063,30,7,42,1,1,1,1
1986,4,0.5408545025487828,1,2,1,1967,1,5,-9,112,12,4,0,0,1,1
1987,42,1.2524284086434012,1,1,4,1969,1,3,3500,50,8,42,1,1,1,1
1988,4,0.5011444524580629,1,2,1,1984,2,5,1900,120,12,4,0,0,1,1
1989,2,1.2075648348440184,3,1,4,1955,2,3,1300,111,4,2,0,0,1,1
1990,-7,0.5011444524580629,1,2,1,1955,1,3,-9,140,15,-7,,,0,0
1991,-50,0.5011444524580629,3,2,-10,1968,1,5,350,150,95,-50,,,0,0
1992,-50,1.2524284086434012,3,1,-10,1969,1,4,1200,50,95,-50,,,0,0
1993,1,0.5445972257083529,1,2,1,1929,2,4,2875,150,16,1,0,0,1,1
1994,1,0.5011444524580629,1,2,1,1953,1,3,500,160,17,1,0,0,1,1
1995,2,0.5445972257083529,1,2,1,1965,1,3,-7,140,15,2,0,0,1,1
1996,4,1.2524284086434012,2,1,-10,1980,2,5,6000,50,95,4,0,0,1,1
1997,1,1.2038247711023997,1,1,4,1969,2,3,1438,90,2,1,0,0,1,1
1998,4,1.2524284086434012,1,1,4,1968,2,5,4500,60,6,4,0,0,1,1
1999,-8,1.2524284086434012,1,1,2,1987,2,3,2000,10,17,-8,,,0,0
2000,90,1.2524284086434012,1,1,4,1939,1,2,1400,50,8,90,0,0,1,1
2001,91,0.5408545025487828,1,2,1,1950,2,3,2125,150,16,91,0,,1,0
2002,1,0.5011444524580629,1,2,1,1978,2,5,3500,112,13,1,0,0,1,1
2003,-7,1.2075648348440184,1,1,4,1970,2,3,1300,90,7,-7,,,0,0
2004,2,0.5445972257083529,1,2,1,1978,2,4,2125,150,16,2,0,0,1,1
2005,1,1.2075648348440184,1,1,4,1956,1,3,2100,90,2,1,0,0,1,1
2006,91,1.2075648348440184,1,1,4,1964,2,5,-9,80,1,91,0,,1,0
2007,42,1.2524284086434012,1,1,4,1994,1,4,3500,80,1,42,1,1,1,1
2008,3,0.5011444524580629,1,2,1,1955,1,3,1400,160,17,3,0,0,1,1
2009,1,1.2038247711023997,2,1,-10,1971,1,3,2700,60,18,1,0,0,1,1
2010,-7,1.2038247711023997,1,1,4,1964,2,3,-9,50,8,-7,,,0,0
2011,-8,1.2075648348440184,1,1,4,1962,2,2,1625,80,1,-8,,,0,0
2012,6,0.5408545025487828,1,2,1,1973,2,3,1886,140,15,6,0,0,1,1
2013,4,0.5408545025487828,1,2,1,1989,1,5,1438,160,17,4,0,0,1,1
2014,42,1.2038247711023997,1,1,4,1990,1,3,3250,90,2,42,1,1,1,1
2015,4,1.2038247711023997,1,1,4,1999,1,5,-50,90,2,4,0,0,1,1
2016,1,1.2524284086434012,1,1,4,1941,1,2,1200,50,8,1,0,0,1,1
2017,-8,0.5445972257083529,1,2,1,1993,2,3,1500,150,16,-8,,,0,0
2018,4,1.2075648348440184,1,1,4,1996,2,5,1800,10,11,4,0,0,1,1
2019,-8,1.2038247711023997,1,1,4,1972,2,3,1000,50,8,-8,,,0,0
2020,42,1.2075648348440184,1,1,4,1989,2,5,3000,80,1,42,1,1,1,1
2021,3,1.2524284086434012,1,1,2,1934,2,2,-50,90,17,3,0,0,1,1
2022,2,1.2075648348440184,1,1,4,1968,2,2,-50,30,8,2,0,0,1,1
2023,90,1.2524284086434012,1,1,4,1965,1,2,2000,60,6,90,0,0,1,1
2024,-8,1.2075648348440184,1,1,4,1958,2,5,688,80,1,-8,,,0,0
2025,-8,0.5011444524580629,1,2,1,1957,2,3,1000,150,16,-8,,,0,0
2026,1,0.5011444524580629,1,2,1,1944,1,5,1500,140,15,1,0,0,1,1
2027,1,0.5011444524580629,1,2,1,1937,2,2,1900,140,15,1,0,0,1,1
2028,2,1.2524284086434012,1,1,4,1991,1,3,2625,30,7,2,0,0,1,1
2029,-8,1.2075648348440184,1,1,4,1970,2,4,-50,50,8,-8,,,0,0
2030,2,0.5445972257083529,1,2,1,1967,2,3,688,150,16,2,0,0,1,1
2031,4,0.5011444524580629,1,2,1,1998,1,5,3000,112,12,4,0,0,1,1
2032,42,1.2038247711023997,1,1,4,1991,1,-33,4750,30,7,42,1,1,1,1
2033,6,1.2038247711023997,1,1,4,1994,1,2,3100,20,5,6,0,0,1,1
2034,91,1.2038247711023997,1,1,4,1957,1,5,3250,90,6,91,0,,1,0
2035,1,0.5408545025487828,1,2,1,1967,1,3,1026,130,14,1,0,0,1,1
2036,-8,1.2524284086434012,1,1,4,2003,1,4,500,50,8,-8,,,0,0
2037,4,1.2524284086434012,1,1,4,1955,2,4,3000,10,11,4,0,0,1,1
2038,3,1.2524284086434012,1,1,4,1953,2,5,2500,80,1,3,0,0,1,1
2039,42,0.5445972257083529,1,2,3,1984,1,3,2375,140,9,42,1,1,1,1
2040,1,1.2075648348440184,1,1,4,1954,1,-9,3250,60,6,1,0,0,1,1
2041,-7,1.2038247711023997,1,1,4,1969,2,2,1875,80,1,-7,,,0,0
2042,4,1.2075648348440184,1,1,4,1990,1,5,2900,10,11,4,0,0,1,1
2043,-8,1.2524284086434012,1,1,4,1963,1,2,1300,50,8,-8,,,0,0
2044,-7,0.5408545025487828,1,2,3,2000,1,5,-50,130,1,-7,,,0,0
2045,3,1.2524284086434012,1,1,4,1952,2,4,1625,50,8,3,0,0,1,1
2046,6,0.5011444524580629,1,2,1,1947,1,4,1625,130,14,6,0,0,1,1
2047,-8,1.2524284086434012,1,1,4,1940,2,3,1800,50,8,-8,,,0,0
2048,-7,1.2075648348440184,1,1,4,1961,2,2,-9,50,8,-7,,,0,0
2049,-8,1.2075648348440184,-32,1,4,1975,1,4,-9,80,1,-8,,,0,0
2050,-50,1.2524284086434012,3,1,-10,1985,2,3,2125,60,95,-50,,,0,0
2051,1,1.2524284086434012,1,1,4,1947,2,4,2450,30,7,1,0,0,1,1
2052,1,1.2524284086434012,1,1,4,2001,2,4,-50,60,6,1,0,0,1,1
2053,2,1.2524284086434012,1,1,4,1960,2,2,1063,80,9,2,0,0,1,1
